collection_id,account_id,call_attempts,recovery_amount
19839,5261,6,6191.58
19840,4581,3,43800.37
19841,6516,9,43708.49
19842,15482,2,35358.74
19843,7149,5,45113.66
19844,3169,6,29227.64
19845,5551,5,25481.44
19846,9395,3,42431.03
19847,52,7,13858.56
19848,12255,3,19000.62
19849,14037,8,8769.98
19850,574,9,32342.24
19851,6641,9,31522.71
19852,15747,5,7226.51
19853,2287,4,8868.14
19854,11658,3,9295.48
19855,4952,5,22534.47
19856,8794,4,42520.56
19857,866,1,39355.98
19858,16546,8,5661.41
19859,11078,8,44641.47
19860,6406,8,29144.44
19861,3140,6,24884.54
19862,19489,7,36399.54
19863,9895,6,26180.5
19864,13074,3,18458.27
19865,7527,5,7880.9
19866,16275,4,18799.79
19867,8270,3,39289.74
19868,11348,2,43238.77
19869,18921,9,41460.24
19870,12730,6,48478.44
19871,990,1,39560.48
19872,2367,9,34592.26
19873,16442,6,38562.5
19874,12969,9,34447.75
19875,12466,7,3140.25
19876,145,6,1386.46
19877,14400,3,28973.51
19878,10159,5,25708.7
19879,5887,7,17497.48
19880,8907,7,41453.83
19881,15222,6,40418.11
19882,1526,7,29392.62
19883,8651,9,17107.55
19884,8641,4,20979.17
19885,749,5,42514.69
19886,11460,4,40762.13
19887,1978,6,3309.67
19888,4759,5,2937.7
19889,6149,7,18908.13
19890,17305,3,47045.11
19891,17405,8,5683.05
19892,1578,4,29457.78
19893,13558,6,28701.32
19894,2915,9,2777.09
19895,603,2,24175.37
19896,17818,8,47841.7
19897,8364,3,43581.11
19898,8425,3,47525.97
19899,2799,5,7347.49
19900,7160,6,49967.81
19901,13850,9,24547.61
19902,11095,7,23371.29
19903,6086,5,7931.53
19904,6526,2,13218.95
19905,5331,5,44573.53
19906,18808,1,26657.84
19907,3181,4,40980.81
19908,7342,4,41542.09
19909,9817,7,38824.99
19910,6108,2,26893.11
19911,11579,7,8125.78
19912,1664,3,26105.52
19913,14465,7,28218.7
19914,8532,1,39051.16
19915,17034,4,40668.57
19916,8466,7,33455.01
19917,19219,9,9455.78
19918,15237,2,15178.16
19919,8725,6,15240.48
19920,19222,4,15448.64
19921,16906,7,14343.42
19922,4691,4,21455.28
19923,15181,7,46697.8
19924,8753,4,47424.08
19925,1632,6,11443.7
19926,9755,7,10161.27
19927,9077,5,36638.43
19928,16242,8,49096.16
19929,10538,3,43860.21
19930,14590,8,3055.56
19931,11888,9,20896.12
19932,10641,3,7811.8
19933,11125,8,6729.62
19934,15212,1,12147.34
19935,19003,9,33711.45
19936,450,7,34474.7
19937,445,7,24330.68
19938,14111,7,41202.9
19939,17243,4,37140.4
19940,13312,9,30335.51
19941,162,7,41819.31
19942,7374,4,1531.17
19943,12663,3,29867.73
19944,11537,9,15045.84
19945,10252,7,29815.66
19946,2299,3,30529.19
19947,7753,6,35417.07
19948,14902,3,26450.0
19949,18270,3,10491.61
19950,5395,7,48228.85
19951,19878,1,20928.54
19952,11927,3,23803.72
19953,6471,7,14420.67
19954,1647,7,33256.12
19955,18614,8,11086.74
19956,17797,6,34221.62
19957,1447,4,49061.32
19958,12867,3,9023.3
19959,12546,2,37439.12
19960,2706,5,9060.38
19961,14841,2,2868.67
19962,6721,4,25665.57
19963,17194,8,33831.59
19964,15044,3,18336.03
19965,10316,5,3643.01
19966,496,2,8644.71
19967,5911,7,29516.21
19968,11802,3,5581.65
19969,15674,9,47604.64
19970,364,8,47507.4
19971,14604,2,7165.97
19972,4818,8,47402.77
19973,8381,2,46696.12
19974,18443,4,39308.88
19975,14685,3,39556.22
19976,10142,4,31166.45
19977,3937,7,5760.01
19978,5137,2,46890.65
19979,9575,9,44074.45
19980,6009,6,29424.83
19981,4641,8,49083.83
19982,9739,7,39763.75
19983,18006,8,38583.34
19984,16716,2,27418.13
19985,15574,7,43646.06
19986,18475,3,13963.44
19987,5927,3,22432.45
19988,16603,4,27498.0
19989,9146,7,28871.37
19990,16755,1,48945.85
19991,3038,4,12050.85
19992,2208,3,19815.96
19993,15721,7,49190.95
19994,13114,5,38019.45
19995,17548,7,33719.55
19996,17385,8,18117.95
19997,3066,7,14166.05
19998,14110,4,17818.88
19999,8929,4,16448.25
20000,2393,2,36646.21
20001,4328,7,25544.99
20002,19016,1,42475.18
20003,10467,4,46759.73
20004,6402,1,27137.72
20005,19339,4,19681.6
20006,8352,1,3770.82
20007,8806,9,15098.64
20008,19075,7,10351.46
20009,8937,5,14290.01
20010,7992,3,20185.18
20011,15735,8,42870.19
20012,12033,8,37678.09
20013,1139,1,36169.28
20014,19349,4,2766.57
20015,1934,5,11493.22
20016,10338,4,33046.89
20017,14778,8,27519.69
20018,10910,4,46042.9
20019,19929,7,42792.6
20020,18015,1,7121.14
20021,15026,8,2777.09
20022,11391,9,27054.47
20023,9279,1,12789.77
20024,10495,5,40415.79
20025,1035,6,18600.52
20026,6335,1,888.17
20027,5826,2,33031.5
20028,2626,5,10501.49
20029,1331,8,5548.24
20030,11663,1,6000.9
20031,4670,7,20969.56
20032,14960,9,34055.42
20033,15369,4,40552.5
20034,12542,1,35151.35
20035,10605,1,19590.13
20036,17734,7,8635.36
20037,8580,6,13668.36
20038,9121,8,22846.7
20039,4581,3,31422.13
20040,18330,8,13489.12
20041,19536,1,23061.14
20042,10128,6,40724.65
20043,17384,7,7657.85
20044,8340,4,15320.56
20045,5436,8,36237.42
20046,2941,1,11645.43
20047,9439,1,49676.04
20048,19115,9,719.97
20049,12730,4,37557.9
20050,7737,4,10465.84
20051,12610,5,27746.25
20052,13350,3,33361.46
20053,770,2,14785.96
20054,7956,9,1968.03
20055,4664,7,11674.14
20056,9924,3,17324.09
20057,5917,7,25664.91
20058,14328,5,45862.1
20059,9769,8,17201.42
20060,15220,2,19567.19
20061,10176,3,31178.11
20062,12101,3,10592.95
20063,836,5,5042.22
20064,1126,3,14004.74
20065,2301,5,4553.54
20066,17205,3,29079.64
20067,14410,6,5866.49
20068,6525,6,28857.29
20069,18325,1,32144.71
20070,16943,6,28286.54
20071,5994,6,14708.65
20072,2520,7,41702.22
20073,19961,2,24706.39
20074,6105,4,30625.13
20075,17127,9,32986.57
20076,9485,4,5687.66
20077,11259,5,10500.59
20078,8417,5,43922.46
20079,1343,9,32545.24
20080,14056,4,46690.97
20081,14265,7,1463.68
20082,16029,6,1096.08
20083,9792,3,22286.11
20084,9614,5,12460.16
20085,14122,9,45102.01
20086,19568,3,1363.4
20087,14563,1,45249.68
20088,8472,9,49241.41
20089,14071,3,36677.68
20090,1514,5,13896.73
20091,3647,1,31542.04
20092,7179,4,30192.51
20093,17991,3,47695.64
20094,18660,6,21054.09
20095,7595,1,29607.96
20096,15068,4,39367.94
20097,569,5,37290.21
20098,3818,2,35293.64
20099,2109,8,13763.3
20100,19577,1,9897.15
20101,12299,8,14942.88
20102,11029,2,38531.01
20103,12245,3,49252.53
20104,7543,5,24741.21
20105,11766,8,48750.88
20106,8510,5,25761.58
20107,5454,9,10230.67
20108,7207,4,24608.95
20109,181,7,41951.86
20110,5588,7,15807.99
20111,19742,2,5784.73
20112,19194,7,40684.0
20113,2680,4,22237.64
20114,4859,1,10828.37
20115,17109,7,2542.92
20116,783,3,9125.35
20117,19239,4,4830.3
20118,9004,3,7746.76
20119,1550,4,8395.52
20120,12682,4,38700.76
20121,10092,8,18876.64
20122,18043,1,42483.97
20123,641,2,15725.75
20124,13241,4,26400.35
20125,1396,9,2006.06
20126,9914,7,23526.33
20127,10862,8,37050.71
20128,9209,6,13530.47
20129,2135,6,31235.57
20130,10227,4,43418.63
20131,8815,3,23831.02
20132,5148,6,39085.63
20133,18785,7,25216.23
20134,18082,4,35404.61
20135,15934,7,28107.52
20136,11276,2,16180.24
20137,19212,5,5818.64
20138,12573,2,36141.77
20139,18642,9,49235.21
20140,14505,9,4813.52
20141,16169,4,49235.68
20142,2428,1,28333.91
20143,17828,2,746.4
20144,17726,3,18923.04
20145,7297,4,7972.33
20146,12115,2,11876.32
20147,15312,2,46924.25
20148,14368,3,32489.69
20149,14445,9,13013.4
20150,18050,8,1799.19
20151,10232,8,4345.22
20152,15460,4,42224.05
20153,2926,3,26079.43
20154,13032,9,45553.59
20155,1265,3,31017.83
20156,456,2,1702.17
20157,17560,6,34905.36
20158,15202,2,14007.78
20159,17544,7,7590.42
20160,1482,8,14932.11
20161,6665,6,9649.27
20162,13376,9,30444.07
20163,12695,1,34967.75
20164,14829,7,23085.91
20165,5293,4,2372.1
20166,3842,7,21926.59
20167,5057,7,6174.72
20168,18555,7,6487.31
20169,10372,3,4520.62
20170,8358,2,21163.22
20171,14462,8,2377.46
20172,17987,1,37205.13
20173,15999,6,9049.06
20174,19667,3,43982.18
20175,8131,3,41663.04
20176,13706,3,19668.81
20177,15395,1,16496.25
20178,15029,6,18349.77
20179,10232,5,35594.79
20180,19235,4,28734.42
20181,6254,9,24099.04
20182,16764,5,5621.66
20183,16759,4,24798.11
20184,1351,1,21741.93
20185,868,3,4326.96
20186,13156,8,15965.05
20187,8604,2,48282.78
20188,373,2,45230.24
20189,10375,9,48779.38
20190,991,6,41964.98
20191,16760,5,16352.69
20192,2902,9,29861.98
20193,17624,1,12990.66
20194,7689,1,7614.43
20195,12414,9,1265.47
20196,390,1,31071.56
20197,14984,1,28012.24
20198,14306,5,1874.25
20199,19209,8,25519.09
20200,16042,8,40145.35
20201,6227,1,37998.53
20202,9359,1,3927.89
20203,7614,6,33297.63
20204,4242,5,3296.29
20205,16060,2,6362.44
20206,2862,4,35600.0
20207,6405,1,4524.04
20208,2159,8,20581.7
20209,11106,3,33152.85
20210,8113,1,11629.9
20211,12995,7,17306.42
20212,11915,3,28932.71
20213,9419,5,44894.14
20214,12753,6,34680.53
20215,14239,3,4629.87
20216,12730,6,45528.24
20217,622,2,45585.42
20218,3417,9,15815.35
20219,101,1,40537.18
20220,696,1,21945.34
20221,2998,4,41914.92
20222,3755,8,32982.13
20223,11576,4,48538.8
20224,16909,1,21544.05
20225,2926,7,24207.96
20226,17974,4,20898.21
20227,8361,2,32109.9
20228,16687,7,37174.84
20229,11147,2,19845.26
20230,13328,6,16400.35
20231,2951,1,20836.67
20232,15370,6,13336.95
20233,6542,2,49820.71
20234,6852,2,22297.19
20235,9711,8,13542.84
20236,19628,9,7009.6
20237,15954,2,22013.1
20238,4781,4,11432.36
20239,18434,9,5035.11
20240,18946,9,5708.58
20241,4187,6,2313.23
20242,15830,2,18902.9
20243,4133,1,16110.04
20244,14760,6,5135.24
20245,18262,4,42133.67
20246,15406,8,35734.61
20247,5883,4,9924.14
20248,173,1,26596.6
20249,16301,3,12824.16
20250,3831,4,5664.82
20251,4006,2,15922.77
20252,1749,2,49373.4
20253,10052,8,22084.94
20254,13470,1,11865.64
20255,17440,7,19401.01
20256,1576,1,31215.94
20257,11105,2,43967.06
20258,2514,4,24273.6
20259,6624,5,3574.54
20260,12976,3,16128.09
20261,16795,5,20402.98
20262,7043,2,39453.14
20263,13555,4,40941.43
20264,19996,9,44613.33
20265,5473,3,12761.49
20266,19292,7,49554.8
20267,14723,6,31226.58
20268,4602,2,6264.55
20269,13928,2,35868.95
20270,2791,2,29056.48
20271,8650,7,44894.46
20272,4824,2,6348.98
20273,10520,3,30918.01
20274,3581,9,48341.4
20275,8737,1,39474.85
20276,18816,1,6694.02
20277,5794,2,33772.55
20278,8399,8,43122.11
20279,7462,2,36550.84
20280,2986,8,2975.32
20281,4329,5,27546.4
20282,579,1,38387.68
20283,4487,4,36459.9
20284,9783,6,7161.6
20285,2505,5,22126.0
20286,19476,8,39348.72
20287,18171,4,19310.12
20288,4511,3,48653.66
20289,3554,5,43450.09
20290,1717,7,32127.62
20291,6276,3,12888.8
20292,8243,9,35745.43
20293,15147,2,23451.18
20294,18926,7,38276.93
20295,11329,5,1639.43
20296,9636,8,35547.97
20297,6434,3,23947.19
20298,6684,1,30318.78
20299,17048,4,27064.41
20300,193,3,25591.64
20301,778,3,25120.7
20302,6088,2,23724.41
20303,19555,7,7585.12
20304,11561,6,13678.19
20305,6865,6,7860.53
20306,1528,9,35672.1
20307,5596,5,5273.61
20308,14885,7,5146.78
20309,17450,6,35064.03
20310,15054,2,46141.7
20311,4563,3,10192.73
20312,15790,2,22921.16
20313,12618,3,22690.0
20314,2555,4,20533.4
20315,10469,1,30533.54
20316,9722,9,48877.53
20317,3545,5,4069.52
20318,7370,5,26652.3
20319,9516,5,3374.99
20320,3365,2,774.77
20321,11324,4,31741.88
20322,7207,3,24996.29
20323,11710,2,23869.44
20324,18953,8,25506.36
20325,381,2,26105.6
20326,12503,6,47052.76
20327,10484,9,5783.65
20328,13975,1,28186.69
20329,16197,6,23696.9
20330,11423,7,30918.0
20331,14318,1,4708.51
20332,5635,2,42273.18
20333,6800,4,49944.27
20334,13080,2,8000.67
20335,3031,6,32178.55
20336,15850,5,21580.14
20337,11188,9,15943.92
20338,12263,9,17509.12
20339,2558,2,28019.65
20340,2227,4,44815.61
20341,17973,1,24085.52
20342,12087,9,19721.47
20343,5078,1,27004.0
20344,2022,7,3974.57
20345,2898,3,26894.85
20346,15685,6,12400.28
20347,3219,1,1446.43
20348,8950,6,7203.63
20349,12744,2,3516.05
20350,15759,5,9070.91
20351,13461,9,5264.21
20352,13443,1,44583.26
20353,18755,6,1694.56
20354,6252,1,6636.33
20355,18484,8,12691.95
20356,12086,8,12926.22
20357,17615,6,48949.1
20358,14493,3,28743.56
20359,11202,8,35926.04
20360,6352,4,26782.07
20361,13781,1,27140.4
20362,9661,6,33303.5
20363,13030,5,713.19
20364,1290,8,504.75
20365,11895,4,45277.58
20366,1749,3,34788.77
20367,17618,2,29868.05
20368,7319,4,11462.4
20369,5676,2,4585.15
20370,19948,6,24505.01
20371,13751,6,22157.61
20372,7637,5,28509.0
20373,804,9,9705.07
20374,16893,5,48708.93
20375,16587,8,35139.49
20376,9439,2,33609.83
20377,15008,4,44065.5
20378,5158,6,35994.77
20379,14731,1,33707.54
20380,18735,4,35666.23
20381,13551,7,19888.56
20382,2889,2,11163.41
20383,13463,3,12682.02
20384,18613,1,37118.4
20385,4059,5,28776.65
20386,12493,7,19928.18
20387,10255,1,6837.95
20388,3831,3,761.33
20389,2361,2,24169.35
20390,3792,2,24994.64
20391,879,2,34257.46
20392,3513,6,45209.03
20393,11867,4,36445.89
20394,9730,8,19960.89
20395,9467,1,20535.72
20396,1527,7,43125.04
20397,15043,9,31850.91
20398,2032,6,1872.66
20399,14884,5,24282.79
20400,3363,5,40414.2
20401,15635,6,6524.15
20402,2089,4,46194.56
20403,5473,5,11188.06
20404,4918,7,6651.6
20405,11704,9,31554.87
20406,17506,7,20728.53
20407,4326,1,6912.96
20408,5935,4,25698.9
20409,6905,9,17897.67
20410,11721,7,23357.78
20411,8907,3,6603.48
20412,16759,4,18376.07
20413,9575,4,10867.25
20414,8248,4,40014.5
20415,12215,6,8995.69
20416,8216,1,44157.05
20417,12152,9,11155.37
20418,4069,3,20682.36
20419,3130,8,21043.71
20420,16173,4,28027.61
20421,17435,1,2465.11
20422,7129,5,25537.18
20423,2664,7,26453.1
20424,14562,5,15198.45
20425,673,1,41384.27
20426,19164,5,21168.76
20427,14760,7,6648.98
20428,5659,9,40603.61
20429,11048,9,41448.21
20430,18812,7,31516.69
20431,12373,9,24639.76
20432,11646,4,46321.04
20433,3562,5,41423.71
20434,11441,1,44102.08
20435,13210,5,5623.79
20436,15737,8,18416.1
20437,9392,2,49216.19
20438,2657,8,1909.32
20439,9804,1,43841.58
20440,4528,2,34447.87
20441,4595,2,41819.67
20442,6639,6,23549.01
20443,14458,1,31410.15
20444,2949,2,18773.44
20445,15041,4,2591.13
20446,4325,8,10376.4
20447,5931,3,14938.67
20448,1176,2,14652.68
20449,486,4,14319.29
20450,4909,5,43167.33
20451,19340,9,49307.37
20452,2803,7,3039.98
20453,9014,3,39187.32
20454,10394,6,49977.75
20455,171,2,31698.62
20456,9735,4,27877.12
20457,6479,9,49241.78
20458,13217,9,28480.83
20459,19278,4,1024.21
20460,1974,2,45519.66
20461,10154,2,41009.6
20462,14251,2,9734.82
20463,7862,5,43029.92
20464,12810,1,6897.08
20465,14817,9,661.24
20466,13169,5,24644.82
20467,18874,6,12040.56
20468,8312,3,45976.21
20469,11357,1,35325.34
20470,768,1,28403.78
20471,16112,4,29897.29
20472,14670,7,37375.87
20473,6377,1,18146.56
20474,13445,9,5515.68
20475,3504,8,23021.67
20476,7148,7,39762.93
20477,15029,8,17904.64
20478,11123,2,28642.88
20479,6242,7,16999.37
20480,94,4,7816.95
20481,17792,2,9808.88
20482,11354,9,32055.52
20483,3899,5,20023.38
20484,3706,3,17348.03
20485,11384,1,4200.31
20486,19991,1,40186.2
20487,13958,9,9183.3
20488,15682,1,8139.94
20489,1409,4,46033.57
20490,11021,9,38712.14
20491,2133,6,43152.97
20492,12072,5,23014.22
20493,16726,5,29895.96
20494,18535,5,40345.5
20495,16971,6,27685.31
20496,14946,1,14978.7
20497,818,7,28207.09
20498,14158,9,43668.67
20499,301,4,8037.28
20500,2116,4,19649.0
20501,17080,5,14401.08
20502,1378,8,10722.86
20503,14140,8,12579.62
20504,8479,9,30268.69
20505,3502,9,34923.96
20506,19023,5,38198.43
20507,3554,5,20063.9
20508,17949,5,48306.02
20509,19806,7,3474.56
20510,7669,9,44714.09
20511,3221,6,4701.98
20512,2588,4,10901.74
20513,13791,5,23245.09
20514,18415,6,33014.03
20515,77,4,10350.05
20516,8390,4,12056.64
20517,18582,8,35693.02
20518,1514,5,2609.16
20519,1925,9,32372.38
20520,4628,4,8990.25
20521,16660,1,13047.85
20522,5282,8,24603.78
20523,6184,4,40610.28
20524,16533,8,25301.1
20525,6949,3,47307.64
20526,12933,2,40528.24
20527,10007,5,11018.6
20528,1860,4,29472.15
20529,14987,6,5692.18
20530,13709,8,35494.51
20531,6290,9,36190.69
20532,12199,3,18994.36
20533,8919,2,13893.68
20534,19953,2,31792.06
20535,5127,6,36045.57
20536,10476,8,15542.76
20537,14449,6,33527.7
20538,3469,7,9289.87
20539,14294,7,12963.16
20540,1524,3,40680.17
20541,8759,7,28371.9
20542,12655,8,35648.9
20543,9059,4,37169.69
20544,14397,5,28699.81
20545,1395,3,42686.59
20546,9147,1,11289.63
20547,9159,2,8547.15
20548,12614,4,42313.78
20549,15054,1,4360.49
20550,677,2,46517.24
20551,1200,2,48761.63
20552,1397,9,24515.01
20553,11680,2,26301.58
20554,787,2,11729.72
20555,10067,1,37995.48
20556,17191,7,26001.5
20557,6287,2,42671.78
20558,12401,5,14722.28
20559,581,7,35924.55
20560,2094,7,13029.48
20561,19946,9,47740.62
20562,4598,7,6736.85
20563,14684,2,10811.16
20564,5651,9,17806.63
20565,11023,5,21732.76
20566,14684,5,47283.79
20567,10577,7,22663.43
20568,3310,3,33440.68
20569,19412,3,8141.56
20570,18061,4,42285.05
20571,8952,2,44785.63
20572,3711,9,25900.26
20573,5105,6,8984.79
20574,11091,7,5453.21
20575,7745,1,22720.14
20576,17700,5,15084.71
20577,1187,7,15016.43
20578,10989,7,21476.96
20579,7886,2,1588.35
20580,5152,5,1006.49
20581,12098,5,17983.71
20582,2617,9,20548.07
20583,7514,8,40043.77
20584,13237,3,4699.27
20585,18392,9,37062.11
20586,4143,2,27616.41
20587,12777,6,18633.97
20588,5998,5,23909.42
20589,2559,3,10505.39
20590,5914,9,814.29
20591,17366,4,26638.93
20592,15071,6,44618.86
20593,1157,3,1430.55
20594,15581,7,3857.14
20595,12472,9,26378.19
20596,7265,4,46106.68
20597,17949,5,13430.76
20598,8224,9,33019.83
20599,2085,3,49820.85
20600,11807,6,33597.17
20601,9599,5,46231.14
20602,6304,9,4255.46
20603,12413,5,39382.38
20604,16709,7,19819.29
20605,3962,1,878.2
20606,12307,6,33413.82
20607,9068,8,7504.51
20608,16170,5,32397.46
20609,1042,1,40207.07
20610,12591,1,10027.89
20611,8723,2,21694.54
20612,14520,5,37221.12
20613,6065,3,16108.7
20614,5404,5,42925.54
20615,179,7,19404.47
20616,10748,3,49446.36
20617,17571,1,26296.42
20618,11737,7,30235.15
20619,13508,1,5800.74
20620,18789,6,22936.31
20621,3815,7,12354.7
20622,3230,5,7385.13
20623,10362,2,25624.98
20624,2516,5,43487.76
20625,11711,6,10649.12
20626,134,8,28529.35
20627,3708,7,9185.86
20628,10253,2,18751.14
20629,5731,5,18053.36
20630,7911,7,45964.88
20631,6144,9,1672.8
20632,15689,9,48095.32
20633,7508,8,19354.45
20634,6736,7,30489.75
20635,15059,6,22186.12
20636,5443,8,22696.6
20637,4489,8,23107.09
20638,5101,5,12180.75
20639,16897,6,40830.4
20640,6395,5,33207.59
20641,16292,3,25519.68
20642,10097,6,43180.41
20643,8750,9,29578.48
20644,17503,4,39114.19
20645,9172,4,9023.48
20646,11390,1,5459.43
20647,3023,3,37499.52
20648,2654,2,8437.87
20649,16991,4,4742.22
20650,634,9,30652.37
20651,6012,5,25138.81
20652,4225,6,33197.41
20653,6989,2,22284.36
20654,6434,4,44554.4
20655,6977,2,32980.27
20656,5703,3,9357.17
20657,10171,3,34396.12
20658,18806,8,30934.14
20659,14067,3,42136.3
20660,14163,9,12171.06
20661,16003,2,47244.32
20662,3869,5,3598.23
20663,15231,7,18957.61
20664,763,9,25569.06
20665,9941,6,28230.57
20666,19528,1,26611.87
20667,9645,2,48150.31
20668,5466,6,15168.51
20669,8248,8,1612.68
20670,7699,6,48373.03
20671,2355,9,30294.2
20672,13925,6,29388.51
20673,15517,3,12674.83
20674,17529,8,43596.28
20675,19998,5,25035.27
20676,8514,4,13647.46
20677,7914,6,15199.3
20678,4026,3,12804.15
20679,4199,9,5366.03
20680,207,3,49182.04
20681,9432,2,31612.08
20682,19315,3,29617.43
20683,8811,2,23481.18
20684,18305,3,9960.49
20685,4432,3,33313.06
20686,15745,8,45852.53
20687,17636,7,40844.53
20688,12748,5,18916.98
20689,6314,8,31499.03
20690,13010,5,31169.29
20691,10055,9,29641.14
20692,6969,2,38712.35
20693,10285,9,8513.28
20694,17239,6,36954.14
20695,4784,7,45375.55
20696,19425,6,46429.15
20697,2794,5,46114.1
20698,10766,3,4379.55
20699,8315,3,46102.93
20700,4210,4,1797.62
20701,8596,8,43656.29
20702,18800,8,24926.62
20703,7994,7,40429.75
20704,2532,7,31855.76
20705,9287,7,17784.77
20706,8612,7,25767.83
20707,10303,7,43799.78
20708,12252,1,30867.15
20709,14558,3,43503.17
20710,12383,1,26960.21
20711,13387,8,34993.62
20712,16531,8,45317.38
20713,6910,7,23624.14
20714,4429,7,49169.59
20715,15358,3,7718.07
20716,13586,9,20598.84
20717,12205,7,23791.42
20718,7084,7,601.89
20719,1214,2,16760.18
20720,2316,7,46411.22
20721,375,4,4770.94
20722,8797,2,22369.82
20723,7659,4,41031.66
20724,18016,6,23458.15
20725,3222,6,47336.48
20726,14375,4,22757.4
20727,10230,2,40112.05
20728,561,5,27035.32
20729,4424,5,17333.38
20730,164,9,20355.0
20731,2830,7,22793.84
20732,9355,9,44215.49
20733,19436,5,29238.03
20734,7054,6,39053.29
20735,4497,3,36891.9
20736,7242,1,41710.93
20737,18350,9,28521.65
20738,17133,3,19832.24
20739,2768,1,28206.6
20740,14816,2,39248.52
20741,3595,8,19379.99
20742,14855,8,49015.18
20743,8627,4,12254.67
20744,4539,7,2167.45
20745,2461,2,31911.42
20746,11235,4,5022.95
20747,5088,1,37190.64
20748,17296,5,45996.32
20749,10016,4,3407.22
20750,3445,2,48411.68
20751,2132,9,30415.71
20752,9363,9,32172.97
20753,11697,4,10964.74
20754,5355,1,33131.76
20755,2188,7,7439.56
20756,12238,1,27501.44
20757,8567,9,9146.96
20758,2547,1,3958.74
20759,6533,2,15344.64
20760,16528,4,20755.41
20761,9607,2,13247.04
20762,602,7,16878.03
20763,7313,2,12538.98
20764,5337,9,20402.88
20765,12872,8,42105.04
20766,10442,8,32672.28
20767,11684,6,30709.62
20768,10970,1,34687.73
20769,32,2,3182.49
20770,7603,1,10781.38
20771,6278,6,25351.92
20772,2155,6,42537.33
20773,8064,3,23345.63
20774,11231,3,26369.63
20775,8091,4,28490.1
20776,16074,8,11017.7
20777,11500,5,30725.55
20778,9997,8,8269.92
20779,10713,9,32554.29
20780,4309,3,41307.16
20781,7901,4,4654.25
20782,2154,4,22337.58
20783,16711,5,7252.12
20784,13589,4,20178.88
20785,14885,6,41294.08
20786,10920,5,42103.71
20787,2073,9,31449.64
20788,1982,1,10996.01
20789,4156,8,36311.89
20790,12999,6,19896.06
20791,5027,6,1743.22
20792,1691,9,37428.74
20793,13040,4,33133.3
20794,3874,1,2281.37
20795,12859,7,48306.79
20796,1385,7,11453.27
20797,672,4,2394.24
20798,2995,7,14294.11
20799,12968,1,26358.03
20800,5683,7,16544.25
20801,1538,7,44533.21
20802,12344,4,36477.64
20803,8946,2,37376.41
20804,3154,5,34479.94
20805,12496,3,15540.62
20806,15646,9,48541.47
20807,16868,7,43496.67
20808,16252,9,11687.62
20809,13857,7,20764.54
20810,11545,9,15193.46
20811,8343,6,7798.62
20812,8111,7,3849.06
20813,11547,1,39266.26
20814,16580,9,32392.21
20815,17153,2,32564.94
20816,204,8,45347.91
20817,5658,7,12451.23
20818,16516,5,40258.28
20819,15924,3,44613.84
20820,4866,8,4214.43
20821,9407,8,20309.18
20822,12148,2,20803.36
20823,7999,2,43999.78
20824,13261,3,43322.61
20825,16195,2,34540.05
20826,14423,2,48360.55
20827,17917,6,20695.02
20828,6632,1,15404.66
20829,1904,5,29175.15
20830,14196,7,38639.37
20831,11261,1,47844.0
20832,18616,8,27538.56
20833,2860,5,5745.04
20834,19350,7,8487.8
20835,17766,5,43994.24
20836,16593,2,3976.51
20837,6578,6,22074.65
20838,977,1,34149.36
20839,2151,3,10925.33
20840,15463,7,46494.34
20841,14931,8,41407.67
20842,13670,8,37877.38
20843,8833,2,5614.3
20844,18113,3,46437.62
20845,5014,2,30097.15
20846,2730,9,828.11
20847,14516,7,8304.39
20848,10168,6,14691.42
20849,6459,7,27114.81
20850,16978,1,18510.62
20851,4259,6,25946.26
20852,18624,9,34615.14
20853,8573,5,9375.09
20854,2028,4,12231.75
20855,12495,4,48947.24
20856,9222,2,16927.4
20857,16255,4,35885.09
20858,3697,5,936.72
20859,17724,6,916.21
20860,7431,4,10005.76
20861,8582,8,45098.2
20862,16905,4,11046.49
20863,8980,2,36801.87
20864,16126,6,23659.11
20865,15816,6,28775.34
20866,12274,2,4888.45
20867,17311,8,4190.25
20868,6721,1,41243.69
20869,17294,7,48795.02
20870,1421,4,45433.35
20871,6858,7,41407.33
20872,11444,7,43222.4
20873,19934,9,4678.79
20874,12328,9,35732.17
20875,18171,5,48180.08
20876,16417,1,9649.62
20877,19712,5,42425.75
20878,13382,6,39301.18
20879,15703,5,7578.47
20880,4040,4,6560.03
20881,7267,1,39587.04
20882,16969,9,42611.76
20883,141,1,16314.35
20884,6373,2,45941.58
20885,17974,8,44115.15
20886,3980,7,45182.15
20887,4637,7,33224.71
20888,11006,1,1753.34
20889,885,5,44187.61
20890,2182,5,29949.04
20891,14027,8,7036.09
20892,17047,2,22274.73
20893,3299,3,9171.42
20894,1644,4,27593.65
20895,6721,4,11384.92
20896,8445,1,47921.89
20897,4709,2,32405.84
20898,522,9,38768.57
20899,6856,2,47570.69
20900,266,7,17282.43
20901,13388,8,15850.75
20902,7281,3,19060.1
20903,10681,9,32844.57
20904,1800,4,31412.14
20905,1227,9,47611.55
20906,8247,1,37403.98
20907,11766,2,29098.06
20908,18732,7,20014.1
20909,14047,3,22322.79
20910,19559,3,36588.66
20911,10214,3,6537.84
20912,8817,7,7962.94
20913,12374,9,38555.89
20914,7212,7,32495.37
20915,7145,9,30211.77
20916,11459,7,42576.9
20917,19365,2,21637.45
20918,10384,3,1949.48
20919,19610,1,46771.7
