account_id,customer_id,credit_limit,account_open_date
2220,2220,770383,2023-12-03
2221,2221,740651,2023-05-22
2222,2222,391257,2019-02-02
2223,2223,1467320,2021-06-04
2224,2224,1284281,2018-04-09
2225,2225,1222151,2018-05-03
2226,2226,314202,2021-05-07
2227,2227,1357741,2019-10-08
2228,2228,563909,2019-12-05
2229,2229,1131433,2019-01-20
2230,2230,125072,2021-03-04
2231,2231,532053,2018-01-16
2232,2232,1443765,2023-04-22
2233,2233,1098505,2024-07-03
2234,2234,1133725,2020-06-27
2235,2235,1378160,2023-02-24
2236,2236,1438732,2022-02-24
2237,2237,1071836,2024-12-03
2238,2238,749490,2021-12-15
2239,2239,1317835,2022-09-12
2240,2240,460197,2019-11-27
2241,2241,1315979,2019-12-22
2242,2242,790727,2020-04-28
2243,2243,1202765,2023-05-07
2244,2244,620995,2021-01-27
2245,2245,493959,2021-02-01
2246,2246,67488,2022-11-20
2247,2247,1009107,2023-06-22
2248,2248,879971,2021-10-02
2249,2249,264692,2019-11-16
2250,2250,946134,2020-10-04
2251,2251,336598,2018-03-02
2252,2252,1133739,2022-06-13
2253,2253,742852,2023-10-27
2254,2254,266893,2023-05-04
2255,2255,1490934,2021-03-30
2256,2256,1425875,2019-09-04
2257,2257,340079,2023-05-04
2258,2258,955522,2022-07-02
2259,2259,610831,2024-02-05
2260,2260,1309520,2019-06-28
2261,2261,630785,2023-04-28
2262,2262,249476,2022-12-09
2263,2263,108816,2019-05-19
2264,2264,309100,2022-02-23
2265,2265,771593,2019-02-10
2266,2266,1338131,2018-10-22
2267,2267,509797,2022-03-04
2268,2268,1132650,2018-09-03
2269,2269,1127189,2019-01-16
2270,2270,191728,2019-11-25
2271,2271,1052071,2022-10-07
2272,2272,1170527,2021-11-26
2273,2273,1301787,2024-07-03
2274,2274,167884,2019-09-05
2275,2275,440989,2018-06-23
2276,2276,710102,2023-12-26
2277,2277,1116308,2023-06-24
2278,2278,871293,2023-06-24
2279,2279,1239208,2018-12-29
2280,2280,908533,2023-07-18
2281,2281,633708,2020-03-05
2282,2282,801890,2020-12-24
2283,2283,120593,2024-08-02
2284,2284,1299236,2021-10-29
2285,2285,364143,2020-09-21
2286,2286,561345,2024-04-09
2287,2287,76807,2021-04-05
2288,2288,636825,2023-06-02
2289,2289,1281611,2019-05-20
2290,2290,1070507,2019-07-31
2291,2291,645052,2020-11-12
2292,2292,155403,2022-06-24
2293,2293,109587,2022-04-10
2294,2294,1064320,2022-11-25
2295,2295,669462,2020-09-23
2296,2296,789251,2022-01-06
2297,2297,557107,2018-06-27
2298,2298,780296,2022-09-29
2299,2299,297990,2019-08-19
2300,2300,769297,2022-07-21
2301,2301,935765,2019-11-14
2302,2302,1262049,2023-05-01
2303,2303,249263,2023-12-30
2304,2304,944341,2021-09-22
2305,2305,1378987,2022-05-16
2306,2306,721287,2018-11-04
2307,2307,777412,2024-06-15
2308,2308,1052052,2020-08-13
2309,2309,664642,2021-03-13
2310,2310,201505,2020-04-05
2311,2311,555247,2018-11-16
2312,2312,762079,2021-09-23
2313,2313,1241721,2019-05-14
2314,2314,408013,2024-06-10
2315,2315,1402648,2018-02-22
2316,2316,283426,2019-12-27
2317,2317,737452,2019-11-12
2318,2318,682354,2021-04-23
2319,2319,965491,2018-10-20
2320,2320,208037,2021-01-05
2321,2321,1064839,2023-09-18
2322,2322,1126424,2022-12-01
2323,2323,690046,2023-10-11
2324,2324,933759,2020-12-19
2325,2325,655585,2023-07-20
2326,2326,329824,2024-03-06
2327,2327,853632,2020-07-14
2328,2328,697323,2023-01-03
2329,2329,1072928,2024-01-22
2330,2330,217455,2021-12-25
2331,2331,345899,2021-12-19
2332,2332,1329297,2020-09-09
2333,2333,674945,2018-07-18
2334,2334,1386784,2018-02-25
2335,2335,430294,2022-04-27
2336,2336,358773,2018-02-16
2337,2337,1473737,2024-09-01
2338,2338,1153260,2022-11-14
2339,2339,1004927,2020-04-01
2340,2340,1070451,2021-01-08
2341,2341,1425747,2018-02-05
2342,2342,1272744,2024-09-07
2343,2343,783398,2022-12-31
2344,2344,344744,2018-08-23
2345,2345,1345987,2024-07-13
2346,2346,1496990,2024-09-07
2347,2347,1169637,2019-12-02
2348,2348,269738,2020-01-11
2349,2349,256983,2022-07-20
2350,2350,633880,2023-10-16
2351,2351,977711,2024-02-06
2352,2352,1260315,2018-09-09
2353,2353,489680,2021-09-13
2354,2354,1485839,2019-04-26
2355,2355,659957,2019-08-11
2356,2356,962776,2023-11-30
2357,2357,1132105,2024-12-12
2358,2358,734199,2022-02-16
2359,2359,145742,2024-10-06
2360,2360,1401842,2021-09-13
2361,2361,1190340,2021-08-19
2362,2362,806318,2019-07-06
2363,2363,796079,2019-07-12
2364,2364,648914,2020-02-19
2365,2365,898557,2021-06-10
2366,2366,344381,2022-10-12
2367,2367,1057471,2018-04-12
2368,2368,791218,2021-05-27
2369,2369,1317997,2020-02-09
2370,2370,124142,2021-08-15
2371,2371,944484,2021-05-31
2372,2372,605532,2021-02-15
2373,2373,69831,2020-11-01
2374,2374,839001,2020-08-12
2375,2375,355232,2020-04-02
2376,2376,618922,2021-08-20
2377,2377,1060904,2023-08-11
2378,2378,1017926,2021-09-30
2379,2379,479220,2020-04-06
2380,2380,754723,2021-01-28
2381,2381,493927,2020-05-09
2382,2382,1405605,2022-12-23
2383,2383,588724,2024-05-22
2384,2384,597205,2024-04-26
2385,2385,905329,2019-08-05
2386,2386,1217836,2024-04-27
2387,2387,1361608,2021-06-12
2388,2388,394366,2024-01-13
2389,2389,1142008,2022-09-27
2390,2390,1059694,2024-04-03
2391,2391,1262809,2018-03-08
2392,2392,785232,2018-05-05
2393,2393,410440,2023-06-27
2394,2394,1136573,2024-02-13
2395,2395,666469,2020-12-30
2396,2396,293440,2021-02-19
2397,2397,794271,2022-03-03
2398,2398,1089243,2023-11-17
2399,2399,1018106,2020-12-10
2400,2400,1172326,2021-07-04
2401,2401,220665,2019-02-28
2402,2402,1199025,2023-06-27
2403,2403,1265477,2019-11-25
2404,2404,1356542,2023-12-15
2405,2405,94722,2024-07-18
2406,2406,922484,2022-09-23
2407,2407,1060533,2023-07-22
2408,2408,1168859,2019-05-06
2409,2409,1477016,2021-05-01
2410,2410,1120935,2024-03-28
2411,2411,1471256,2019-01-23
2412,2412,412227,2023-10-28
2413,2413,1100292,2022-02-06
2414,2414,1287173,2021-07-02
2415,2415,1246033,2024-06-01
2416,2416,289724,2018-12-03
2417,2417,351481,2018-10-26
2418,2418,932386,2023-06-10
2419,2419,675837,2020-05-30
2420,2420,995297,2020-04-18
2421,2421,916619,2018-10-14
2422,2422,190542,2024-05-08
2423,2423,578149,2023-11-29
2424,2424,131830,2020-06-13
2425,2425,516157,2023-07-03
2426,2426,1282130,2020-01-01
2427,2427,1130057,2021-04-08
2428,2428,786378,2018-10-02
2429,2429,1168943,2018-11-23
2430,2430,1041961,2022-09-16
2431,2431,1313458,2021-06-19
2432,2432,1045463,2020-09-11
2433,2433,198706,2022-05-18
2434,2434,727909,2021-07-29
2435,2435,450995,2023-11-06
2436,2436,1190482,2024-05-17
2437,2437,816420,2021-01-04
2438,2438,1320736,2020-11-04
2439,2439,155467,2024-11-01
2440,2440,546386,2023-02-23
2441,2441,828290,2021-11-16
2442,2442,1390832,2018-11-01
2443,2443,1295572,2021-06-30
2444,2444,1114371,2024-08-30
2445,2445,291218,2019-12-20
2446,2446,375080,2022-12-03
2447,2447,392169,2024-06-29
2448,2448,373892,2019-07-15
2449,2449,427285,2024-06-01
2450,2450,389332,2022-06-16
2451,2451,1454121,2018-09-10
2452,2452,568944,2024-01-14
2453,2453,452188,2024-08-02
2454,2454,1317394,2024-04-20
2455,2455,138530,2023-01-25
2456,2456,1330158,2021-01-10
2457,2457,107615,2021-05-18
2458,2458,968582,2022-02-26
2459,2459,427328,2022-03-20
2460,2460,725599,2018-05-19
2461,2461,1205503,2024-07-26
2462,2462,1143593,2018-10-05
2463,2463,1270093,2018-10-13
2464,2464,277820,2022-08-04
2465,2465,50962,2021-04-24
2466,2466,714503,2023-09-27
2467,2467,1386317,2020-05-16
2468,2468,335997,2020-02-27
2469,2469,737156,2018-10-27
2470,2470,1231030,2019-04-21
2471,2471,1269317,2019-09-10
2472,2472,95074,2020-06-28
2473,2473,990358,2021-01-24
2474,2474,819665,2020-05-24
2475,2475,1412291,2022-04-28
2476,2476,417023,2021-02-17
2477,2477,62577,2023-09-30
2478,2478,1423292,2023-11-30
2479,2479,1008532,2022-05-23
2480,2480,586519,2024-11-23
2481,2481,460692,2022-04-15
2482,2482,377107,2023-04-18
2483,2483,533392,2020-12-22
2484,2484,81151,2020-03-05
2485,2485,337863,2024-08-22
2486,2486,843516,2024-01-30
2487,2487,369163,2020-05-11
2488,2488,817366,2022-04-27
2489,2489,1465815,2018-10-06
2490,2490,949575,2018-04-26
2491,2491,368669,2022-11-25
2492,2492,713198,2020-07-11
2493,2493,439844,2022-09-18
2494,2494,180951,2024-05-13
2495,2495,156307,2019-04-30
2496,2496,1138518,2019-06-15
2497,2497,740407,2022-09-09
2498,2498,985991,2024-12-01
2499,2499,627046,2021-04-09
2500,2500,1181797,2024-07-04
2501,2501,949729,2024-09-29
2502,2502,778035,2020-06-21
2503,2503,612838,2018-12-18
2504,2504,394952,2021-07-03
2505,2505,1402087,2023-11-23
2506,2506,63053,2018-07-03
2507,2507,1046665,2020-12-29
2508,2508,1033862,2019-03-11
2509,2509,1061777,2019-04-05
2510,2510,72506,2019-04-05
2511,2511,1115823,2020-01-27
2512,2512,1425095,2018-11-03
2513,2513,1282982,2018-07-27
2514,2514,154389,2022-03-27
2515,2515,519735,2023-07-20
2516,2516,365032,2022-11-06
2517,2517,454400,2023-05-21
2518,2518,544804,2023-05-27
2519,2519,338713,2022-09-29
2520,2520,351785,2020-04-12
2521,2521,91773,2022-09-04
2522,2522,1242388,2022-11-26
2523,2523,1125283,2022-07-28
2524,2524,1171596,2024-09-02
2525,2525,556310,2020-06-06
2526,2526,851376,2021-07-06
2527,2527,1339938,2021-12-19
2528,2528,734695,2023-01-07
2529,2529,1397936,2019-09-08
2530,2530,1358665,2022-01-19
2531,2531,314324,2021-05-02
2532,2532,1285837,2022-06-30
2533,2533,227098,2023-08-30
2534,2534,1037915,2024-02-17
2535,2535,63844,2020-11-09
2536,2536,658926,2022-05-02
2537,2537,1057672,2018-03-28
2538,2538,1090377,2018-05-16
2539,2539,221773,2021-08-20
2540,2540,1484529,2018-09-21
2541,2541,482940,2020-02-18
2542,2542,881980,2021-09-09
2543,2543,338191,2021-12-02
2544,2544,880011,2022-02-16
2545,2545,843872,2019-04-25
2546,2546,1179760,2020-12-26
2547,2547,794573,2022-07-18
2548,2548,322054,2024-02-23
2549,2549,370260,2023-08-04
2550,2550,1455007,2021-10-08
2551,2551,608700,2018-10-21
2552,2552,952111,2023-06-23
2553,2553,267892,2023-09-05
2554,2554,375895,2023-04-16
2555,2555,1267920,2020-03-28
2556,2556,306214,2020-06-17
2557,2557,1427772,2018-03-09
2558,2558,662149,2022-12-27
2559,2559,1011071,2020-02-08
2560,2560,570477,2023-06-27
2561,2561,382760,2022-11-27
2562,2562,548348,2023-04-07
2563,2563,1151423,2024-08-21
2564,2564,197655,2022-04-19
2565,2565,454201,2019-12-07
2566,2566,205387,2023-10-15
2567,2567,739465,2019-04-09
2568,2568,1042865,2021-06-20
2569,2569,1303177,2023-03-28
2570,2570,1486095,2022-04-19
2571,2571,1036175,2023-11-30
2572,2572,1268063,2022-01-05
2573,2573,806581,2023-07-17
2574,2574,1238233,2020-09-01
2575,2575,989340,2022-02-20
2576,2576,512638,2023-10-09
2577,2577,473475,2023-08-14
2578,2578,260521,2024-12-27
2579,2579,277497,2024-09-08
2580,2580,725729,2023-07-21
2581,2581,1255040,2018-04-04
2582,2582,643231,2020-01-06
2583,2583,1225219,2022-04-26
2584,2584,319070,2019-06-04
2585,2585,178932,2019-10-17
2586,2586,127009,2018-06-04
2587,2587,1091038,2018-04-01
2588,2588,674561,2020-12-20
2589,2589,603416,2021-08-02
2590,2590,1133902,2023-07-13
2591,2591,1175553,2019-07-04
2592,2592,884903,2019-03-27
2593,2593,571488,2024-12-16
2594,2594,507537,2020-11-07
2595,2595,1306731,2020-05-08
2596,2596,912725,2018-07-13
2597,2597,627851,2023-08-04
2598,2598,609711,2018-10-26
2599,2599,579323,2020-12-02
2600,2600,706753,2021-09-02
2601,2601,445508,2021-04-07
2602,2602,564935,2020-01-11
2603,2603,131529,2018-07-24
2604,2604,854208,2018-04-06
2605,2605,804104,2019-04-10
2606,2606,560920,2019-01-01
2607,2607,159824,2019-05-28
2608,2608,1182212,2019-09-14
2609,2609,1187503,2020-11-01
2610,2610,285737,2024-06-15
2611,2611,889391,2021-04-13
2612,2612,247757,2018-06-22
2613,2613,219416,2019-01-08
2614,2614,337839,2024-01-18
2615,2615,169838,2020-12-24
2616,2616,1320244,2021-04-17
2617,2617,1245807,2022-09-03
2618,2618,934408,2021-04-20
2619,2619,701995,2023-03-24
2620,2620,1212838,2023-04-14
2621,2621,125434,2022-10-28
2622,2622,1360323,2020-05-20
2623,2623,180930,2024-08-17
2624,2624,650743,2018-05-18
2625,2625,736305,2018-04-30
2626,2626,909776,2023-09-07
2627,2627,1196393,2018-07-12
2628,2628,1403811,2018-12-18
2629,2629,72637,2019-01-02
2630,2630,1371758,2022-03-05
2631,2631,1218028,2022-01-31
2632,2632,1167973,2019-04-24
2633,2633,1495465,2020-07-26
2634,2634,1259705,2024-06-28
2635,2635,778112,2020-09-27
2636,2636,618260,2021-03-13
2637,2637,881271,2020-07-16
2638,2638,221576,2021-06-19
2639,2639,1249512,2022-01-23
2640,2640,1016941,2021-04-08
2641,2641,521837,2022-11-04
2642,2642,912017,2021-01-04
2643,2643,168379,2023-12-02
2644,2644,1131679,2018-09-05
2645,2645,191919,2023-01-05
2646,2646,991042,2019-01-19
2647,2647,674344,2018-11-17
2648,2648,1052231,2020-02-12
2649,2649,1357006,2018-01-24
2650,2650,865629,2019-04-24
2651,2651,1086318,2019-04-16
2652,2652,115802,2019-08-25
2653,2653,1154751,2024-01-14
2654,2654,1447183,2022-12-02
2655,2655,714848,2022-06-29
2656,2656,83327,2018-09-06
2657,2657,588793,2018-02-04
2658,2658,141486,2018-03-12
2659,2659,1141509,2018-07-12
2660,2660,986434,2022-12-31
2661,2661,1324042,2020-01-18
2662,2662,606439,2020-03-14
2663,2663,990283,2023-08-24
2664,2664,137818,2023-11-16
2665,2665,1392366,2020-07-03
2666,2666,272166,2021-04-17
2667,2667,1318282,2020-05-15
2668,2668,1422805,2020-10-12
2669,2669,790170,2023-01-15
2670,2670,194648,2022-12-12
2671,2671,653055,2021-02-26
2672,2672,1344920,2018-05-18
2673,2673,523968,2020-01-17
2674,2674,366669,2018-02-01
2675,2675,479267,2024-12-06
2676,2676,1197685,2022-07-10
2677,2677,704432,2021-07-26
2678,2678,976041,2020-05-29
2679,2679,523918,2018-09-18
2680,2680,1128828,2018-09-15
2681,2681,1264487,2018-08-31
2682,2682,1430188,2022-02-23
2683,2683,565352,2023-06-02
2684,2684,202608,2021-08-28
2685,2685,931892,2023-09-27
2686,2686,492620,2024-10-06
2687,2687,1383472,2024-08-21
2688,2688,1429360,2020-01-08
2689,2689,174210,2018-05-29
2690,2690,913177,2019-09-27
2691,2691,440330,2019-09-30
2692,2692,497087,2023-06-25
2693,2693,1449056,2023-09-28
2694,2694,130470,2021-05-18
2695,2695,1292992,2018-01-01
2696,2696,510830,2022-04-10
2697,2697,878020,2022-09-18
2698,2698,1136922,2022-09-13
2699,2699,1158210,2021-01-23
2700,2700,869328,2024-09-20
2701,2701,1291294,2019-08-24
2702,2702,701933,2024-12-08
2703,2703,219048,2021-02-21
2704,2704,400926,2023-07-24
2705,2705,72432,2021-06-15
2706,2706,715153,2022-05-06
2707,2707,858755,2021-10-13
2708,2708,794727,2024-07-15
2709,2709,776115,2022-03-07
2710,2710,173257,2024-07-23
2711,2711,911607,2019-04-09
2712,2712,348568,2022-08-19
2713,2713,108907,2022-10-11
2714,2714,1161112,2021-09-02
2715,2715,318923,2018-09-12
2716,2716,790593,2018-12-21
2717,2717,1031925,2022-04-24
2718,2718,539837,2022-11-27
2719,2719,340214,2022-05-17
2720,2720,715721,2021-02-22
2721,2721,488999,2018-11-20
2722,2722,1093104,2020-03-09
2723,2723,322925,2020-11-18
2724,2724,1011945,2019-03-31
2725,2725,1461092,2018-01-27
2726,2726,1141904,2022-02-08
2727,2727,1334996,2019-08-29
2728,2728,515295,2023-12-15
2729,2729,613037,2024-05-14
2730,2730,1377219,2018-11-08
2731,2731,1276193,2024-07-30
2732,2732,836073,2022-04-30
2733,2733,902473,2022-01-11
2734,2734,76936,2019-04-09
2735,2735,686109,2021-12-23
2736,2736,1278531,2021-05-11
2737,2737,1364678,2024-07-14
2738,2738,576639,2020-07-18
2739,2739,1051092,2022-11-10
2740,2740,194871,2021-02-04
2741,2741,603490,2024-08-23
2742,2742,1015259,2023-04-22
2743,2743,472020,2018-06-11
2744,2744,743873,2024-10-09
2745,2745,1032601,2020-09-06
2746,2746,961473,2020-01-05
2747,2747,1419911,2023-04-29
2748,2748,553214,2023-04-07
2749,2749,97579,2019-05-08
2750,2750,784631,2022-07-09
2751,2751,794955,2024-07-10
2752,2752,1494457,2022-10-14
2753,2753,606784,2022-01-23
2754,2754,850141,2021-02-27
2755,2755,981543,2023-03-16
2756,2756,955961,2024-02-14
2757,2757,260803,2021-08-21
2758,2758,62566,2023-10-07
2759,2759,193026,2024-09-24
2760,2760,818426,2022-01-21
2761,2761,1146382,2021-03-16
2762,2762,1343497,2023-10-30
2763,2763,945801,2020-04-28
2764,2764,964097,2019-10-23
2765,2765,777339,2021-06-03
2766,2766,944089,2022-04-20
2767,2767,368091,2018-07-27
2768,2768,762525,2018-11-05
2769,2769,82405,2023-03-05
2770,2770,487948,2018-11-20
2771,2771,899952,2022-06-19
2772,2772,135490,2024-09-23
2773,2773,1182274,2022-05-27
2774,2774,767013,2020-03-09
2775,2775,1255100,2019-04-13
2776,2776,1463092,2018-03-02
2777,2777,285062,2019-04-02
2778,2778,539625,2022-04-03
2779,2779,849900,2023-10-30
2780,2780,1091605,2022-04-05
2781,2781,1485007,2021-12-19
2782,2782,1196362,2021-08-07
2783,2783,1483630,2023-06-10
2784,2784,1334401,2023-11-16
2785,2785,1034992,2023-09-11
2786,2786,969483,2022-04-13
2787,2787,1427649,2021-01-29
2788,2788,989733,2019-12-17
2789,2789,665874,2020-08-09
2790,2790,366067,2023-03-11
2791,2791,1011625,2024-08-24
2792,2792,306255,2024-06-17
2793,2793,1456363,2019-04-10
2794,2794,1483497,2018-07-24
2795,2795,1260812,2021-06-23
2796,2796,58567,2018-04-28
2797,2797,337485,2021-01-02
2798,2798,388377,2024-12-21
2799,2799,448608,2019-08-15
2800,2800,56980,2018-11-09
2801,2801,1451031,2019-12-10
2802,2802,933585,2019-10-01
2803,2803,1113378,2018-03-26
2804,2804,367771,2023-10-08
2805,2805,783626,2020-02-13
2806,2806,1455992,2019-11-04
2807,2807,858628,2021-05-10
2808,2808,1486203,2024-02-26
2809,2809,628401,2020-10-10
2810,2810,317632,2022-03-29
2811,2811,982981,2018-06-29
2812,2812,759120,2020-07-04
2813,2813,275848,2019-06-09
2814,2814,396874,2024-04-17
2815,2815,1219491,2020-03-04
2816,2816,928085,2020-02-19
2817,2817,783951,2018-07-05
2818,2818,141642,2019-04-18
2819,2819,1457079,2023-07-31
2820,2820,670209,2020-09-28
2821,2821,719213,2020-09-10
2822,2822,984001,2022-11-10
2823,2823,1348375,2018-05-22
2824,2824,845929,2021-08-29
2825,2825,856929,2019-07-22
2826,2826,908728,2021-08-12
2827,2827,1185613,2022-02-27
2828,2828,1103199,2018-12-26
2829,2829,217717,2021-01-21
2830,2830,1258053,2024-08-19
2831,2831,1465866,2024-11-20
2832,2832,1196619,2020-03-14
2833,2833,1177912,2020-05-04
2834,2834,230975,2021-01-31
2835,2835,338934,2021-11-04
2836,2836,1290874,2023-02-21
2837,2837,1089080,2020-10-18
2838,2838,1068013,2023-01-30
2839,2839,185182,2023-04-06
2840,2840,91047,2019-11-13
2841,2841,358126,2024-04-21
2842,2842,492783,2021-09-05
2843,2843,1006402,2024-09-12
2844,2844,1077240,2022-05-26
2845,2845,230555,2022-08-15
2846,2846,746213,2023-11-12
2847,2847,237765,2018-10-02
2848,2848,934574,2018-04-14
2849,2849,1336385,2023-06-01
2850,2850,1405566,2021-01-20
2851,2851,584130,2019-02-26
2852,2852,1364262,2019-07-30
2853,2853,1360995,2022-06-16
2854,2854,796392,2018-03-27
2855,2855,1303308,2018-12-20
2856,2856,1051401,2018-02-07
2857,2857,509051,2019-05-02
2858,2858,349143,2018-09-06
2859,2859,1329320,2024-11-19
2860,2860,142652,2018-01-23
2861,2861,517437,2019-03-24
2862,2862,793304,2020-10-12
2863,2863,614922,2019-04-11
2864,2864,262629,2019-10-13
2865,2865,202977,2023-07-06
2866,2866,913295,2020-04-27
2867,2867,67247,2020-02-27
2868,2868,1268946,2020-11-28
2869,2869,1305601,2021-08-23
2870,2870,1275513,2020-10-31
2871,2871,861284,2020-12-13
2872,2872,692763,2022-08-04
2873,2873,473168,2020-09-19
2874,2874,1427915,2022-02-09
2875,2875,927596,2023-12-10
2876,2876,1158693,2022-08-15
2877,2877,655851,2023-07-29
2878,2878,799103,2019-05-08
2879,2879,459125,2021-10-07
2880,2880,539259,2024-06-15
2881,2881,196872,2019-05-13
2882,2882,195601,2023-09-09
2883,2883,1192468,2019-03-04
2884,2884,1294200,2023-10-27
2885,2885,1184263,2021-07-22
2886,2886,599587,2022-04-15
2887,2887,148880,2018-04-02
2888,2888,233045,2022-05-03
2889,2889,1421539,2020-09-27
2890,2890,1305782,2019-02-13
2891,2891,1399130,2020-01-21
2892,2892,588005,2019-12-27
2893,2893,1127515,2023-04-03
2894,2894,557744,2024-08-12
2895,2895,1209572,2018-06-16
2896,2896,1421768,2024-11-12
2897,2897,1447436,2018-07-15
2898,2898,640525,2019-01-24
2899,2899,1218385,2019-01-27
2900,2900,551731,2023-04-11
2901,2901,232671,2021-02-02
2902,2902,114605,2022-09-28
2903,2903,188989,2018-11-18
2904,2904,1258357,2021-11-08
2905,2905,128156,2019-11-16
2906,2906,691610,2019-11-11
2907,2907,958797,2019-08-20
2908,2908,215617,2018-10-25
2909,2909,905641,2021-08-10
2910,2910,250221,2019-10-25
2911,2911,1185013,2020-01-17
2912,2912,301792,2022-03-10
2913,2913,441235,2022-07-14
2914,2914,258063,2019-06-25
2915,2915,347207,2023-09-02
2916,2916,415940,2023-06-11
2917,2917,1089748,2022-10-23
2918,2918,885983,2024-02-23
2919,2919,224695,2021-05-07
2920,2920,116178,2021-12-18
2921,2921,1003174,2022-12-24
2922,2922,539806,2020-11-27
2923,2923,725083,2023-08-14
2924,2924,552939,2019-05-07
2925,2925,141098,2020-01-19
2926,2926,1036268,2022-02-06
2927,2927,1124072,2023-11-20
2928,2928,1030555,2024-03-08
2929,2929,944816,2018-01-13
2930,2930,143003,2020-09-14
2931,2931,986540,2024-12-19
2932,2932,1077191,2022-03-20
2933,2933,1018250,2020-02-29
2934,2934,1198588,2019-05-01
2935,2935,368853,2024-04-12
2936,2936,248386,2022-02-13
2937,2937,251188,2022-07-19
2938,2938,67691,2024-04-28
2939,2939,1203193,2018-11-28
2940,2940,595676,2024-06-28
2941,2941,644274,2023-10-21
2942,2942,66509,2018-06-25
2943,2943,738176,2020-09-26
2944,2944,1444110,2019-07-19
2945,2945,807412,2024-05-14
2946,2946,496874,2018-10-13
2947,2947,252809,2022-10-09
2948,2948,701259,2023-02-13
2949,2949,152236,2022-05-28
2950,2950,509570,2024-08-28
2951,2951,231580,2023-04-30
2952,2952,592101,2023-10-03
2953,2953,1057666,2021-02-12
2954,2954,1289589,2020-07-26
2955,2955,1374931,2024-03-15
2956,2956,1176583,2024-08-07
2957,2957,454121,2021-01-01
2958,2958,972750,2022-01-02
2959,2959,846665,2020-03-01
2960,2960,237138,2019-11-20
2961,2961,1463665,2020-12-04
2962,2962,505137,2023-11-20
2963,2963,702429,2023-02-13
2964,2964,884553,2024-11-27
2965,2965,289738,2021-06-24
2966,2966,813130,2021-10-07
2967,2967,717954,2019-02-19
2968,2968,1291271,2018-10-25
2969,2969,773608,2024-01-11
2970,2970,704223,2021-08-25
2971,2971,1293114,2021-02-16
2972,2972,842893,2022-03-06
2973,2973,1214673,2019-11-26
2974,2974,318076,2023-11-09
2975,2975,1265518,2022-01-23
2976,2976,126403,2023-11-09
2977,2977,486095,2019-12-21
2978,2978,1290956,2024-07-11
2979,2979,924431,2018-07-20
2980,2980,1180842,2022-02-14
2981,2981,172124,2018-04-15
2982,2982,1387658,2019-06-06
2983,2983,1240342,2018-02-24
2984,2984,920860,2024-02-29
2985,2985,923983,2018-03-01
2986,2986,676160,2018-03-08
2987,2987,1202060,2018-04-02
2988,2988,402427,2022-02-05
2989,2989,302532,2018-01-27
2990,2990,653746,2020-06-15
2991,2991,1408803,2022-09-13
2992,2992,182621,2018-05-04
2993,2993,1060334,2022-11-15
2994,2994,336640,2019-06-13
2995,2995,1044534,2019-03-06
2996,2996,994669,2021-06-01
2997,2997,947819,2018-06-14
2998,2998,208399,2021-05-19
2999,2999,1153522,2023-09-26
3000,3000,425449,2018-02-15
3001,3001,1050320,2024-07-16
3002,3002,749283,2018-03-16
3003,3003,616831,2019-11-07
3004,3004,661864,2020-06-30
3005,3005,152873,2023-12-17
3006,3006,800894,2021-03-28
3007,3007,545689,2021-07-03
3008,3008,99718,2019-12-16
3009,3009,1114498,2018-07-18
3010,3010,839171,2021-07-13
3011,3011,1319207,2024-01-24
3012,3012,326711,2018-08-31
3013,3013,747580,2020-12-31
3014,3014,949907,2020-01-24
3015,3015,1018760,2022-02-14
3016,3016,798261,2023-03-05
3017,3017,701074,2019-12-06
3018,3018,1120848,2020-01-18
3019,3019,500855,2019-04-07
3020,3020,1159016,2024-12-17
3021,3021,629384,2023-05-05
3022,3022,502838,2024-03-17
3023,3023,454764,2021-02-17
3024,3024,236005,2018-10-20
3025,3025,1140228,2018-08-14
3026,3026,192015,2022-01-13
3027,3027,1090384,2021-12-01
3028,3028,619783,2024-10-21
3029,3029,1465733,2023-03-09
3030,3030,1346803,2021-04-09
3031,3031,412094,2021-01-09
3032,3032,1343804,2021-11-05
3033,3033,1107974,2018-08-05
3034,3034,414386,2018-07-01
3035,3035,1468627,2018-01-19
3036,3036,1108433,2018-03-28
3037,3037,61608,2023-08-03
3038,3038,670856,2020-11-19
3039,3039,566995,2019-08-11
3040,3040,419887,2024-10-19
3041,3041,150792,2021-04-23
3042,3042,1037993,2022-07-01
3043,3043,979841,2020-04-07
3044,3044,694090,2018-05-04
3045,3045,1464042,2023-10-27
3046,3046,135219,2021-07-16
3047,3047,660547,2021-10-13
3048,3048,1031522,2024-06-22
3049,3049,1131883,2020-07-20
3050,3050,314267,2021-02-27
3051,3051,941436,2019-05-22
3052,3052,271030,2021-02-10
3053,3053,1489185,2021-09-05
3054,3054,149612,2024-09-01
3055,3055,839621,2024-02-05
3056,3056,1264986,2022-01-24
3057,3057,1462649,2018-11-04
3058,3058,389249,2022-09-25
3059,3059,1475312,2024-04-13
3060,3060,963917,2018-05-16
3061,3061,193279,2022-09-13
3062,3062,691607,2021-10-29
3063,3063,341485,2023-05-30
3064,3064,1189933,2019-12-10
3065,3065,974071,2023-05-06
3066,3066,795980,2020-03-04
3067,3067,1063803,2021-12-17
3068,3068,1194644,2021-04-29
3069,3069,816493,2020-01-03
3070,3070,98234,2021-06-23
3071,3071,297250,2023-02-15
3072,3072,1367676,2019-12-02
3073,3073,701385,2022-07-22
