customer_id,age,annual_income,occupation,city
3069,21,870761,Student,Hyderabad
3070,24,1882156,Student,Kolkata
3071,43,563298,Salaried,Hyderabad
3072,60,381663,Business,Delhi
3073,36,1165934,Salaried,Hyderabad
3074,52,2422213,Retired,Hyderabad
3075,48,2051358,Retired,Chennai
3076,28,1507437,Self-Employed,Bengaluru
3077,42,1021770,Business,Kolkata
3078,35,523706,Retired,Chennai
3079,49,2444412,Business,Mumbai
3080,61,2399693,Self-Employed,Delhi
3081,60,2211000,Self-Employed,Bengaluru
3082,65,2064717,Business,Chennai
3083,51,1427626,Self-Employed,Hyderabad
3084,47,2431434,Self-Employed,Kolkata
3085,33,1039985,Retired,Mumbai
3086,30,1681808,Salaried,Mumbai
3087,58,638754,Salaried,Hyderabad
3088,21,1364957,Salaried,Bengaluru
3089,34,1565165,Retired,Chennai
3090,26,1063314,Student,Mumbai
3091,26,786712,Business,Mumbai
3092,62,1542946,Business,Kolkata
3093,28,1776052,Salaried,Delhi
3094,57,1603382,Retired,Delhi
3095,27,431150,Self-Employed,Delhi
3096,33,1292265,Salaried,Delhi
3097,65,533235,Business,Hyderabad
3098,45,1452755,Self-Employed,Chennai
3099,61,953321,Business,Kolkata
3100,27,2366280,Self-Employed,Hyderabad
3101,24,1191085,Student,Mumbai
3102,26,1639115,Student,Mumbai
3103,48,956049,Business,Hyderabad
3104,22,2477312,Retired,Bengaluru
3105,68,2307838,Salaried,Kolkata
3106,45,2218494,Student,Kolkata
3107,56,2201782,Salaried,Delhi
3108,55,843925,Business,Hyderabad
3109,63,2439512,Business,Chennai
3110,24,2293566,Business,Hyderabad
3111,30,2361334,Salaried,Chennai
3112,40,1026272,Salaried,Delhi
3113,62,1819217,Self-Employed,Kolkata
3114,49,661573,Business,Mumbai
3115,45,907804,Self-Employed,Bengaluru
3116,41,356626,Salaried,Delhi
3117,21,1551255,Retired,Chennai
3118,22,1441532,Retired,Hyderabad
3119,53,1457123,Student,Bengaluru
3120,38,1438494,Salaried,Mumbai
3121,48,688118,Student,Bengaluru
3122,50,1736402,Self-Employed,Bengaluru
3123,29,1863975,Self-Employed,Hyderabad
3124,31,1898272,Salaried,Chennai
3125,31,707773,Self-Employed,Kolkata
3126,52,1267581,Student,Kolkata
3127,52,1710025,Self-Employed,Kolkata
3128,43,2002109,Student,Kolkata
3129,37,842602,Retired,Delhi
3130,53,1413216,Retired,Hyderabad
3131,34,1744726,Self-Employed,Delhi
3132,46,1000398,Self-Employed,Mumbai
3133,65,2399653,Business,Delhi
3134,21,573089,Salaried,Hyderabad
3135,59,318796,Self-Employed,Delhi
3136,69,486920,Student,Bengaluru
3137,62,1547893,Retired,Chennai
3138,53,1151039,Self-Employed,Mumbai
3139,58,1116247,Self-Employed,Mumbai
3140,22,225300,Business,Chennai
3141,32,2371684,Student,Chennai
3142,37,545805,Salaried,Hyderabad
3143,26,1817361,Retired,Chennai
3144,30,587228,Business,Hyderabad
3145,49,1877110,Retired,Hyderabad
3146,46,1531214,Business,Chennai
3147,41,1301227,Self-Employed,Delhi
3148,46,1986562,Retired,Kolkata
3149,66,1546863,Business,Hyderabad
3150,38,2403750,Business,Kolkata
3151,33,1215408,Salaried,Bengaluru
3152,55,433126,Salaried,Chennai
3153,23,233489,Retired,Hyderabad
3154,63,1306887,Business,Kolkata
3155,48,587044,Retired,Chennai
3156,34,1543696,Student,Delhi
3157,31,586398,Student,Hyderabad
3158,25,1079619,Business,Mumbai
3159,29,594166,Retired,Bengaluru
3160,69,891772,Business,Delhi
3161,25,1730845,Self-Employed,Delhi
3162,62,1446960,Business,Hyderabad
3163,37,1859071,Self-Employed,Delhi
3164,35,1042290,Self-Employed,Bengaluru
3165,51,2140982,Student,Kolkata
3166,50,1266338,Student,Mumbai
3167,54,1445845,Retired,Bengaluru
3168,24,1489425,Salaried,Delhi
3169,34,1816223,Student,Bengaluru
3170,67,1047713,Business,Kolkata
3171,63,2116516,Self-Employed,Chennai
3172,35,1729794,Business,Bengaluru
3173,66,833090,Student,Kolkata
3174,34,598906,Business,Hyderabad
3175,30,1540652,Business,Hyderabad
3176,31,1357757,Self-Employed,Hyderabad
3177,26,210481,Salaried,Delhi
3178,32,1079653,Self-Employed,Bengaluru
3179,29,270478,Retired,Bengaluru
3180,65,2245523,Student,Delhi
3181,61,455020,Salaried,Delhi
3182,33,1480924,Student,Mumbai
3183,33,1228502,Student,Kolkata
3184,42,2324969,Salaried,Chennai
3185,59,866297,Business,Kolkata
3186,45,2241140,Self-Employed,Kolkata
3187,30,736142,Business,Kolkata
3188,59,2081963,Retired,Bengaluru
3189,25,591867,Self-Employed,Delhi
3190,68,672544,Business,Mumbai
3191,40,1129581,Salaried,Hyderabad
3192,65,2205480,Self-Employed,Delhi
3193,53,1916620,Retired,Delhi
3194,46,1260647,Self-Employed,Delhi
3195,22,1139697,Business,Chennai
3196,55,867420,Self-Employed,Bengaluru
3197,24,1965878,Student,Hyderabad
3198,33,1682908,Business,Delhi
3199,43,1693967,Salaried,Delhi
3200,47,518679,Student,Delhi
3201,63,1566731,Business,Delhi
3202,30,1555045,Business,Mumbai
3203,50,1498450,Retired,Mumbai
3204,26,1524963,Retired,Bengaluru
3205,41,957879,Salaried,Chennai
3206,24,1146252,Salaried,Bengaluru
3207,64,1210970,Business,Delhi
3208,60,2453827,Student,Mumbai
3209,27,1834652,Retired,Mumbai
3210,36,2217353,Business,Mumbai
3211,43,2355604,Business,Mumbai
3212,66,1261106,Business,Delhi
3213,25,1063748,Business,Chennai
3214,55,602932,Business,Hyderabad
3215,47,362895,Salaried,Delhi
3216,50,1667347,Retired,Hyderabad
3217,37,747975,Business,Delhi
3218,37,1009777,Business,Delhi
3219,69,246436,Student,Mumbai
3220,40,706061,Salaried,Delhi
3221,30,806397,Self-Employed,Bengaluru
3222,60,1606616,Self-Employed,Chennai
3223,27,1507671,Business,Mumbai
3224,47,1496918,Self-Employed,Mumbai
3225,57,1610532,Business,Delhi
3226,54,987424,Student,Hyderabad
3227,46,740053,Student,Mumbai
3228,46,1753513,Business,Bengaluru
3229,31,2241604,Business,Hyderabad
3230,66,1841098,Salaried,Bengaluru
3231,43,2064738,Student,Hyderabad
3232,43,1399667,Retired,Bengaluru
3233,31,2346891,Salaried,Chennai
3234,59,678085,Business,Bengaluru
3235,41,1230055,Salaried,Hyderabad
3236,53,1603365,Business,Bengaluru
3237,59,842611,Self-Employed,Kolkata
3238,58,200394,Student,Mumbai
3239,21,2462223,Self-Employed,Hyderabad
3240,39,2139131,Self-Employed,Hyderabad
3241,26,2069302,Retired,Bengaluru
3242,37,230480,Retired,Chennai
3243,54,369028,Retired,Hyderabad
3244,41,335943,Salaried,Hyderabad
3245,56,1671026,Salaried,Delhi
3246,23,2127036,Self-Employed,Hyderabad
3247,66,1482083,Retired,Delhi
3248,24,1373018,Salaried,Kolkata
3249,50,1757954,Salaried,Delhi
3250,63,2215830,Salaried,Mumbai
3251,40,2028620,Retired,Kolkata
3252,56,403760,Retired,Delhi
3253,64,1280693,Student,Kolkata
3254,63,1093258,Self-Employed,Mumbai
3255,23,1533511,Salaried,Hyderabad
3256,44,1920604,Retired,Bengaluru
3257,58,2311360,Retired,Bengaluru
3258,37,976483,Student,Kolkata
3259,26,826596,Salaried,Kolkata
3260,30,1334679,Business,Mumbai
3261,42,1140155,Retired,Delhi
3262,21,422428,Retired,Hyderabad
3263,47,610137,Business,Mumbai
3264,21,2083418,Business,Delhi
3265,33,552079,Salaried,Hyderabad
3266,61,1949974,Self-Employed,Hyderabad
3267,60,458971,Retired,Hyderabad
3268,22,1615207,Salaried,Kolkata
3269,22,2291391,Self-Employed,Chennai
3270,27,1039615,Retired,Chennai
3271,63,367032,Self-Employed,Bengaluru
3272,68,997181,Salaried,Chennai
3273,61,2316073,Retired,Bengaluru
3274,25,2155064,Business,Hyderabad
3275,31,2256602,Salaried,Mumbai
3276,26,1466166,Student,Kolkata
3277,36,819366,Retired,Chennai
3278,63,781589,Business,Hyderabad
3279,56,2403677,Salaried,Delhi
3280,62,341054,Salaried,Hyderabad
3281,46,1502611,Salaried,Bengaluru
3282,52,2495499,Retired,Bengaluru
3283,21,2056786,Salaried,Kolkata
3284,46,1862718,Student,Delhi
3285,35,1145075,Salaried,Mumbai
3286,22,593144,Salaried,Bengaluru
3287,55,481137,Salaried,Bengaluru
3288,23,1398340,Salaried,Hyderabad
3289,46,313962,Business,Chennai
3290,26,1074426,Self-Employed,Kolkata
3291,47,2364679,Business,Mumbai
3292,62,1426998,Salaried,Mumbai
3293,54,973115,Retired,Kolkata
3294,48,1397917,Salaried,Mumbai
3295,60,755488,Self-Employed,Delhi
3296,58,248110,Salaried,Hyderabad
3297,33,1135101,Self-Employed,Chennai
3298,51,1539932,Business,Bengaluru
3299,35,717700,Business,Bengaluru
3300,32,300907,Salaried,Delhi
3301,66,1227173,Salaried,Kolkata
3302,50,1702485,Salaried,Mumbai
3303,35,1187292,Business,Chennai
3304,24,2288943,Self-Employed,Delhi
3305,23,1625888,Retired,Bengaluru
3306,34,399245,Retired,Kolkata
3307,53,667343,Salaried,Hyderabad
3308,57,447872,Student,Kolkata
3309,44,1157015,Retired,Delhi
3310,36,439733,Self-Employed,Mumbai
3311,52,1870240,Self-Employed,Hyderabad
3312,40,1089932,Retired,Delhi
3313,58,972123,Retired,Mumbai
3314,36,1085792,Retired,Hyderabad
3315,26,294422,Salaried,Delhi
3316,55,1159068,Self-Employed,Mumbai
3317,31,318652,Retired,Delhi
3318,69,1171461,Self-Employed,Hyderabad
3319,49,298437,Business,Hyderabad
3320,60,494868,Self-Employed,Kolkata
3321,48,2056620,Business,Delhi
3322,22,1007988,Retired,Delhi
3323,68,1193033,Student,Delhi
3324,37,1847878,Salaried,Bengaluru
3325,25,797814,Student,Bengaluru
3326,54,1097455,Business,Kolkata
3327,48,908688,Salaried,Bengaluru
3328,44,2063578,Retired,Chennai
3329,31,1879668,Salaried,Mumbai
3330,26,767191,Salaried,Kolkata
3331,33,2314084,Student,Mumbai
3332,66,1362738,Retired,Chennai
3333,48,262239,Retired,Bengaluru
3334,26,1766495,Student,Delhi
3335,23,645748,Retired,Kolkata
3336,50,1751378,Self-Employed,Delhi
3337,51,861124,Retired,Chennai
3338,67,2074330,Salaried,Bengaluru
3339,57,2120297,Student,Mumbai
3340,31,597519,Business,Bengaluru
3341,30,2415503,Business,Chennai
3342,27,750652,Salaried,Hyderabad
3343,41,2377417,Student,Delhi
3344,32,1228774,Salaried,Delhi
3345,52,685896,Self-Employed,Chennai
3346,59,1516273,Retired,Delhi
3347,21,2259107,Self-Employed,Chennai
3348,59,1817573,Retired,Mumbai
3349,65,1754887,Salaried,Mumbai
3350,68,817674,Salaried,Bengaluru
3351,62,1205184,Retired,Chennai
3352,68,1595257,Self-Employed,Kolkata
3353,48,2446116,Retired,Hyderabad
3354,33,2284083,Salaried,Bengaluru
3355,69,1461819,Student,Kolkata
3356,33,583420,Retired,Mumbai
3357,66,1227036,Business,Chennai
3358,63,916191,Retired,Kolkata
3359,21,1226394,Business,Delhi
3360,33,454783,Self-Employed,Mumbai
3361,30,1780068,Business,Delhi
3362,61,1082374,Student,Bengaluru
3363,48,775866,Self-Employed,Kolkata
3364,49,1465293,Retired,Hyderabad
3365,31,713663,Business,Mumbai
3366,46,1568091,Retired,Bengaluru
3367,57,693287,Business,Chennai
3368,62,1131593,Student,Chennai
3369,50,1660425,Retired,Hyderabad
3370,48,1192789,Student,Mumbai
3371,62,1825070,Business,Kolkata
3372,58,957736,Student,Chennai
3373,39,725262,Student,Kolkata
3374,62,2301702,Retired,Bengaluru
3375,28,325084,Business,Delhi
3376,33,1298328,Business,Delhi
3377,41,1008189,Student,Delhi
3378,66,904031,Student,Chennai
3379,59,841747,Self-Employed,Hyderabad
3380,40,1690079,Business,Kolkata
3381,64,1771335,Student,Hyderabad
3382,40,1260273,Student,Chennai
3383,30,2280984,Student,Chennai
3384,64,1935414,Student,Kolkata
3385,65,1545726,Retired,Mumbai
3386,40,368408,Student,Kolkata
3387,21,1101482,Business,Hyderabad
3388,33,1196127,Self-Employed,Chennai
3389,58,1486952,Retired,Kolkata
3390,53,2312807,Salaried,Chennai
3391,61,840548,Self-Employed,Mumbai
3392,60,1320359,Salaried,Mumbai
3393,39,455527,Business,Hyderabad
3394,26,2453621,Student,Bengaluru
3395,68,1604657,Salaried,Delhi
3396,22,2435701,Retired,Delhi
3397,62,1856890,Salaried,Delhi
3398,37,612093,Salaried,Kolkata
3399,39,1855886,Student,Kolkata
3400,51,1894302,Salaried,Mumbai
3401,26,2106864,Student,Mumbai
3402,33,1552073,Salaried,Chennai
3403,50,1638644,Self-Employed,Hyderabad
3404,26,703323,Business,Bengaluru
3405,55,408880,Student,Kolkata
3406,23,2059207,Salaried,Kolkata
3407,60,2397125,Business,Delhi
3408,66,277254,Salaried,Mumbai
3409,54,1322087,Salaried,Chennai
3410,29,401718,Retired,Mumbai
3411,22,1221188,Student,Hyderabad
3412,28,899159,Student,Delhi
3413,44,1390550,Business,Chennai
3414,37,2203132,Business,Mumbai
3415,50,1355659,Business,Bengaluru
3416,51,1912038,Business,Delhi
3417,27,2257055,Retired,Bengaluru
3418,68,1467163,Self-Employed,Kolkata
3419,44,2374908,Self-Employed,Bengaluru
3420,69,216122,Salaried,Hyderabad
3421,48,661413,Retired,Kolkata
3422,57,1067305,Retired,Bengaluru
3423,45,1411133,Salaried,Hyderabad
3424,52,1814002,Salaried,Kolkata
3425,25,2364476,Business,Delhi
3426,41,500461,Retired,Bengaluru
3427,27,636085,Business,Hyderabad
3428,52,1553070,Student,Bengaluru
3429,41,512397,Salaried,Chennai
3430,28,1945818,Retired,Delhi
3431,60,2329628,Student,Mumbai
3432,27,2313069,Student,Chennai
3433,41,903048,Self-Employed,Bengaluru
3434,42,481468,Retired,Hyderabad
3435,46,278475,Self-Employed,Kolkata
3436,31,1488336,Self-Employed,Kolkata
3437,65,2251037,Self-Employed,Chennai
3438,27,1242755,Student,Delhi
3439,59,1451040,Self-Employed,Chennai
3440,51,841503,Salaried,Chennai
3441,49,2336050,Student,Chennai
3442,35,2157974,Salaried,Kolkata
3443,39,2004517,Retired,Delhi
3444,44,2438082,Self-Employed,Hyderabad
3445,52,2474272,Salaried,Chennai
3446,45,596352,Salaried,Kolkata
3447,28,1622402,Retired,Kolkata
3448,29,828688,Business,Mumbai
3449,60,2379120,Self-Employed,Chennai
3450,21,815520,Retired,Hyderabad
3451,44,483810,Salaried,Chennai
3452,31,1372962,Self-Employed,Chennai
3453,21,1044646,Self-Employed,Chennai
3454,43,2194234,Business,Mumbai
3455,44,850068,Student,Mumbai
3456,39,1117170,Self-Employed,Bengaluru
3457,65,212757,Student,Chennai
3458,53,1254731,Student,Delhi
3459,42,1162321,Business,Hyderabad
3460,55,1126550,Retired,Chennai
3461,26,2161935,Retired,Mumbai
3462,65,1094009,Self-Employed,Chennai
3463,46,1785087,Self-Employed,Chennai
3464,33,2402790,Self-Employed,Chennai
3465,37,604876,Salaried,Kolkata
3466,62,1544982,Student,Mumbai
3467,31,739340,Retired,Kolkata
3468,42,743835,Student,Mumbai
3469,66,2499487,Self-Employed,Delhi
3470,29,2323166,Retired,Kolkata
3471,50,1565033,Retired,Hyderabad
3472,48,356921,Salaried,Hyderabad
3473,50,2205313,Self-Employed,Hyderabad
3474,50,444919,Business,Chennai
3475,30,1119043,Business,Delhi
3476,26,1998263,Salaried,Bengaluru
3477,28,990770,Student,Delhi
3478,37,1976502,Salaried,Hyderabad
3479,57,2343097,Business,Chennai
3480,41,720118,Business,Delhi
3481,47,1621421,Student,Delhi
3482,35,471815,Self-Employed,Delhi
3483,34,256550,Student,Delhi
3484,55,2124424,Retired,Kolkata
3485,48,2491789,Retired,Chennai
3486,27,843893,Retired,Hyderabad
3487,24,1603305,Business,Mumbai
3488,44,2006778,Student,Mumbai
3489,29,252500,Business,Mumbai
3490,21,2149979,Salaried,Delhi
3491,51,591975,Business,Mumbai
3492,35,1233986,Student,Hyderabad
3493,40,1628081,Self-Employed,Kolkata
3494,68,1127558,Self-Employed,Mumbai
3495,45,1305481,Business,Delhi
3496,25,765466,Salaried,Mumbai
3497,43,1167134,Self-Employed,Mumbai
3498,58,2289072,Retired,Bengaluru
3499,65,1012127,Business,Hyderabad
3500,44,912008,Student,Mumbai
3501,62,499952,Salaried,Hyderabad
3502,32,1429885,Retired,Delhi
3503,68,1955248,Retired,Hyderabad
3504,52,1812091,Retired,Hyderabad
3505,55,392010,Retired,Hyderabad
3506,58,1612588,Retired,Chennai
3507,61,2160250,Business,Bengaluru
3508,27,1736663,Student,Delhi
3509,67,1985280,Retired,Hyderabad
3510,62,1312333,Retired,Delhi
3511,34,1002886,Retired,Mumbai
3512,33,316620,Retired,Hyderabad
3513,26,1694400,Self-Employed,Hyderabad
3514,58,1822851,Salaried,Chennai
3515,40,728205,Student,Hyderabad
3516,23,2468181,Self-Employed,Bengaluru
3517,45,1216940,Salaried,Chennai
3518,34,437235,Student,Hyderabad
3519,67,328713,Retired,Hyderabad
3520,48,1708136,Salaried,Bengaluru
3521,27,961462,Self-Employed,Kolkata
3522,63,819359,Self-Employed,Delhi
3523,48,602138,Retired,Chennai
3524,58,1551072,Self-Employed,Kolkata
3525,25,1940594,Student,Kolkata
3526,41,472806,Salaried,Chennai
3527,55,1325578,Retired,Delhi
3528,56,828833,Retired,Kolkata
3529,40,2302362,Salaried,Mumbai
3530,47,1469254,Retired,Kolkata
3531,33,385257,Salaried,Kolkata
3532,26,614509,Retired,Hyderabad
3533,62,945273,Salaried,Bengaluru
3534,25,1689444,Business,Hyderabad
3535,66,2381435,Self-Employed,Bengaluru
3536,36,297103,Student,Delhi
3537,68,860520,Self-Employed,Delhi
3538,39,1508870,Business,Kolkata
3539,64,1530180,Student,Hyderabad
3540,63,885150,Self-Employed,Kolkata
3541,27,947133,Self-Employed,Delhi
3542,54,1972341,Student,Hyderabad
3543,31,202678,Self-Employed,Mumbai
3544,56,1363037,Student,Bengaluru
3545,67,590757,Salaried,Kolkata
3546,69,1723463,Business,Kolkata
3547,23,1830231,Student,Mumbai
3548,23,1088526,Business,Hyderabad
3549,43,1384732,Salaried,Bengaluru
3550,23,404415,Student,Delhi
3551,62,2363800,Business,Kolkata
3552,22,1650407,Self-Employed,Mumbai
3553,67,672810,Student,Chennai
3554,57,1763986,Student,Kolkata
3555,48,504519,Self-Employed,Mumbai
3556,67,660395,Business,Delhi
3557,42,412176,Student,Kolkata
3558,21,1659092,Self-Employed,Chennai
3559,56,525229,Business,Hyderabad
3560,40,1377540,Student,Hyderabad
3561,38,538218,Student,Mumbai
3562,66,1693255,Retired,Mumbai
3563,46,353809,Salaried,Chennai
3564,32,2050412,Business,Hyderabad
3565,28,387232,Retired,Kolkata
3566,44,1591533,Self-Employed,Hyderabad
3567,46,2170079,Salaried,Mumbai
3568,43,909680,Salaried,Mumbai
3569,27,992419,Student,Mumbai
3570,54,1924028,Salaried,Hyderabad
3571,50,941811,Student,Mumbai
3572,59,1466790,Retired,Kolkata
3573,39,2455852,Business,Hyderabad
3574,61,2207726,Retired,Delhi
3575,58,1370412,Business,Bengaluru
3576,55,2167152,Salaried,Hyderabad
3577,56,318586,Retired,Delhi
3578,28,2238431,Salaried,Delhi
3579,68,1177481,Business,Mumbai
3580,21,2026042,Business,Kolkata
3581,39,2215617,Retired,Chennai
3582,69,1013009,Salaried,Kolkata
3583,37,2053686,Salaried,Hyderabad
3584,61,312532,Business,Kolkata
3585,44,1436658,Retired,Hyderabad
3586,57,1621661,Business,Chennai
3587,60,720177,Student,Delhi
3588,60,700203,Student,Hyderabad
3589,38,1549499,Salaried,Mumbai
3590,43,1869991,Salaried,Delhi
3591,54,1736943,Retired,Hyderabad
3592,35,594504,Business,Mumbai
3593,48,2465890,Self-Employed,Delhi
3594,62,502882,Retired,Mumbai
3595,48,442196,Salaried,Kolkata
3596,47,949574,Self-Employed,Mumbai
3597,25,2013417,Student,Hyderabad
3598,68,1163496,Retired,Bengaluru
3599,21,1207200,Self-Employed,Chennai
3600,30,617438,Business,Hyderabad
3601,28,2359277,Business,Mumbai
3602,40,558359,Student,Chennai
3603,52,1055794,Self-Employed,Delhi
3604,64,480951,Retired,Delhi
3605,21,1144490,Business,Mumbai
3606,31,1666318,Salaried,Chennai
3607,51,1922590,Self-Employed,Delhi
3608,56,1312528,Self-Employed,Delhi
3609,57,278482,Business,Bengaluru
3610,62,2105236,Student,Mumbai
3611,21,973690,Self-Employed,Hyderabad
3612,45,339398,Self-Employed,Kolkata
3613,46,1030334,Business,Mumbai
3614,34,752117,Business,Mumbai
3615,67,1497439,Retired,Kolkata
3616,58,479629,Student,Hyderabad
3617,59,2271377,Student,Hyderabad
3618,65,1783909,Self-Employed,Kolkata
3619,60,1429772,Student,Delhi
3620,22,700775,Student,Hyderabad
3621,30,2489797,Salaried,Kolkata
3622,55,578595,Self-Employed,Chennai
3623,50,511418,Salaried,Bengaluru
3624,44,1655593,Self-Employed,Kolkata
3625,52,963899,Self-Employed,Mumbai
3626,49,2199234,Salaried,Mumbai
3627,50,2070983,Retired,Chennai
3628,63,2425673,Salaried,Hyderabad
3629,29,1179671,Business,Delhi
3630,24,720919,Self-Employed,Chennai
3631,68,1339236,Retired,Bengaluru
3632,27,1414183,Retired,Kolkata
3633,21,2105875,Salaried,Mumbai
3634,46,1408470,Business,Hyderabad
3635,21,614197,Student,Mumbai
3636,44,292133,Retired,Delhi
3637,66,2490895,Salaried,Bengaluru
3638,36,590557,Salaried,Kolkata
3639,35,245016,Student,Hyderabad
3640,37,2330897,Self-Employed,Chennai
3641,28,1104687,Self-Employed,Mumbai
3642,39,774466,Retired,Mumbai
3643,51,344990,Salaried,Mumbai
3644,35,1655651,Business,Bengaluru
3645,62,1664254,Business,Chennai
3646,33,249030,Student,Kolkata
3647,30,2077797,Business,Mumbai
3648,49,890671,Business,Hyderabad
3649,67,1660379,Self-Employed,Hyderabad
3650,47,1395311,Salaried,Bengaluru
3651,51,631356,Business,Bengaluru
3652,66,1121447,Retired,Kolkata
3653,45,1760399,Salaried,Hyderabad
3654,21,1655501,Student,Bengaluru
3655,56,234732,Student,Bengaluru
3656,35,1353889,Self-Employed,Delhi
3657,69,1798291,Retired,Kolkata
3658,34,842076,Business,Kolkata
3659,64,261221,Retired,Bengaluru
3660,53,2469740,Self-Employed,Mumbai
3661,27,1353695,Retired,Hyderabad
3662,46,409865,Self-Employed,Bengaluru
3663,29,2221341,Student,Delhi
3664,61,1350489,Retired,Hyderabad
3665,44,1640037,Self-Employed,Kolkata
3666,40,2120317,Salaried,Hyderabad
3667,64,849575,Student,Kolkata
3668,53,760324,Student,Kolkata
3669,69,717075,Business,Bengaluru
3670,55,758172,Salaried,Chennai
3671,42,1203866,Business,Hyderabad
3672,68,1968579,Student,Bengaluru
3673,51,1739524,Salaried,Bengaluru
3674,27,2498001,Retired,Mumbai
3675,39,1320215,Self-Employed,Kolkata
3676,57,2071048,Business,Bengaluru
3677,29,523918,Business,Hyderabad
3678,24,1404885,Retired,Mumbai
3679,45,1411108,Business,Bengaluru
3680,51,1807130,Student,Mumbai
3681,66,493566,Business,Bengaluru
3682,26,360597,Retired,Mumbai
3683,32,367974,Business,Hyderabad
3684,24,2165562,Student,Bengaluru
3685,29,1241319,Retired,Mumbai
3686,51,1765285,Business,Delhi
3687,45,356524,Self-Employed,Mumbai
3688,62,1177790,Retired,Chennai
3689,57,341129,Business,Delhi
3690,27,2428287,Salaried,Kolkata
3691,46,2360263,Salaried,Hyderabad
3692,57,1300630,Student,Kolkata
3693,45,2215108,Student,Chennai
3694,36,321292,Student,Hyderabad
3695,60,1589429,Student,Delhi
3696,28,1389045,Salaried,Mumbai
3697,25,1125485,Salaried,Delhi
3698,65,424348,Self-Employed,Bengaluru
3699,32,370240,Retired,Bengaluru
3700,43,2234008,Business,Hyderabad
3701,41,2397184,Retired,Mumbai
3702,54,1252687,Salaried,Kolkata
3703,51,1108114,Salaried,Mumbai
3704,51,1814391,Self-Employed,Delhi
3705,52,953901,Salaried,Delhi
3706,49,932986,Self-Employed,Delhi
3707,48,798367,Self-Employed,Kolkata
3708,30,996999,Retired,Mumbai
3709,64,1235013,Business,Chennai
3710,41,217033,Business,Chennai
3711,37,1257934,Student,Kolkata
3712,60,2168005,Self-Employed,Kolkata
3713,54,2107486,Salaried,Hyderabad
3714,33,2380623,Student,Chennai
3715,61,911265,Retired,Bengaluru
3716,25,1359302,Business,Bengaluru
3717,33,1268109,Salaried,Kolkata
3718,54,1330130,Self-Employed,Hyderabad
3719,65,1196102,Student,Hyderabad
3720,57,1785961,Salaried,Delhi
3721,62,1608041,Retired,Hyderabad
3722,61,1318846,Salaried,Mumbai
3723,50,363695,Retired,Kolkata
3724,51,2067322,Salaried,Delhi
3725,39,1660595,Student,Bengaluru
3726,35,1596812,Business,Bengaluru
3727,24,952536,Salaried,Bengaluru
3728,29,1492261,Salaried,Chennai
3729,54,596585,Business,Bengaluru
3730,35,2334365,Business,Delhi
3731,59,1265934,Student,Hyderabad
3732,21,441469,Salaried,Delhi
3733,69,970228,Business,Kolkata
3734,33,1875303,Student,Chennai
3735,53,536864,Retired,Kolkata
3736,44,2123359,Salaried,Delhi
3737,38,744619,Business,Delhi
3738,61,1993185,Student,Bengaluru
3739,60,791254,Self-Employed,Kolkata
3740,33,2155136,Business,Delhi
3741,61,2405895,Salaried,Mumbai
3742,26,1243080,Retired,Delhi
3743,69,1845448,Business,Kolkata
3744,36,1231652,Self-Employed,Bengaluru
3745,67,1439059,Business,Hyderabad
3746,60,2370901,Business,Mumbai
3747,46,314878,Salaried,Delhi
3748,67,2255785,Self-Employed,Mumbai
3749,26,693624,Student,Bengaluru
3750,24,1799179,Business,Chennai
3751,56,2108544,Salaried,Delhi
3752,59,1849563,Student,Mumbai
3753,24,2447547,Self-Employed,Delhi
3754,43,958876,Retired,Chennai
3755,22,2411433,Student,Bengaluru
3756,43,1917785,Salaried,Mumbai
3757,54,2102089,Salaried,Kolkata
3758,46,249168,Salaried,Chennai
3759,37,2464672,Self-Employed,Chennai
3760,58,441361,Business,Kolkata
3761,45,1159269,Retired,Delhi
3762,65,1173903,Business,Bengaluru
3763,24,2460885,Student,Mumbai
3764,27,1888907,Student,Bengaluru
3765,42,1443184,Self-Employed,Kolkata
3766,33,222245,Student,Kolkata
3767,26,1726724,Retired,Hyderabad
3768,55,2086204,Salaried,Kolkata
3769,36,894553,Self-Employed,Mumbai
3770,21,1180302,Salaried,Chennai
3771,63,2121998,Business,Bengaluru
3772,54,2401961,Self-Employed,Mumbai
3773,58,890984,Self-Employed,Kolkata
3774,43,2041665,Retired,Hyderabad
3775,25,1852489,Business,Hyderabad
3776,43,231829,Salaried,Mumbai
3777,33,844861,Student,Hyderabad
3778,57,2455885,Student,Delhi
3779,55,1616231,Business,Bengaluru
3780,38,2075601,Self-Employed,Hyderabad
3781,39,561212,Business,Hyderabad
3782,27,1308345,Business,Kolkata
3783,40,1790758,Self-Employed,Kolkata
3784,52,1263545,Retired,Mumbai
3785,29,1159177,Self-Employed,Mumbai
3786,59,1245136,Student,Kolkata
3787,53,1788036,Retired,Chennai
3788,67,1336146,Student,Kolkata
3789,37,2129368,Business,Bengaluru
3790,35,2252094,Retired,Kolkata
3791,55,218385,Retired,Kolkata
3792,54,974341,Self-Employed,Chennai
3793,40,329976,Retired,Kolkata
3794,58,1590901,Salaried,Kolkata
3795,56,910738,Self-Employed,Hyderabad
3796,43,1990829,Salaried,Kolkata
3797,63,1193348,Salaried,Delhi
3798,66,1985818,Business,Delhi
3799,53,1191785,Student,Mumbai
3800,58,491464,Salaried,Kolkata
3801,61,809742,Business,Delhi
3802,27,1825916,Business,Bengaluru
