alert_id,account_id,fraud_type,status
14485,8079,Suspicious Spend,Open
14486,9303,Suspicious Spend,Open
14487,8728,Identity Theft,Open
14488,304,Card Not Present,Closed
14489,719,Identity Theft,Closed
14490,10137,Suspicious Spend,Closed
14491,4629,Identity Theft,Open
14492,3305,Identity Theft,Closed
14493,9183,Identity Theft,Open
14494,6508,Card Not Present,Closed
14495,9065,Identity Theft,Open
14496,1767,Suspicious Spend,Open
14497,13419,Card Not Present,Closed
14498,8708,Suspicious Spend,Open
14499,14488,Card Not Present,Open
14500,18797,Suspicious Spend,Open
14501,1694,Suspicious Spend,Closed
14502,14193,Identity Theft,Closed
14503,15364,Suspicious Spend,Closed
14504,812,Identity Theft,Closed
14505,18025,Identity Theft,Open
14506,11551,Card Not Present,Closed
14507,8163,Identity Theft,Open
14508,7115,Card Not Present,Open
14509,1633,Identity Theft,Open
14510,4045,Identity Theft,Closed
14511,13772,Card Not Present,Closed
14512,10304,Suspicious Spend,Closed
14513,13156,Identity Theft,Open
14514,14844,Suspicious Spend,Closed
14515,7343,Suspicious Spend,Closed
14516,893,Suspicious Spend,Open
14517,3029,Card Not Present,Open
14518,19937,Card Not Present,Open
14519,13445,Card Not Present,Closed
14520,9822,Card Not Present,Open
14521,12475,Suspicious Spend,Open
14522,3445,Card Not Present,Closed
14523,14955,Identity Theft,Closed
14524,10445,Suspicious Spend,Open
14525,20000,Identity Theft,Closed
14526,4557,Identity Theft,Closed
14527,7278,Identity Theft,Closed
14528,13736,Identity Theft,Closed
14529,305,Identity Theft,Closed
14530,15147,Card Not Present,Closed
14531,18351,Suspicious Spend,Closed
14532,13535,Card Not Present,Open
14533,2712,Suspicious Spend,Closed
14534,18598,Identity Theft,Closed
14535,15831,Card Not Present,Closed
14536,5079,Identity Theft,Closed
14537,4610,Card Not Present,Closed
14538,11898,Identity Theft,Closed
14539,205,Card Not Present,Open
14540,15695,Card Not Present,Closed
14541,13687,Identity Theft,Closed
14542,4828,Identity Theft,Open
14543,13363,Suspicious Spend,Open
14544,16182,Card Not Present,Open
14545,250,Card Not Present,Open
14546,17044,Suspicious Spend,Open
14547,945,Identity Theft,Open
14548,17548,Suspicious Spend,Open
14549,1486,Identity Theft,Open
14550,5037,Card Not Present,Open
14551,14922,Identity Theft,Closed
14552,12633,Identity Theft,Closed
14553,13559,Identity Theft,Closed
14554,15507,Suspicious Spend,Open
14555,1463,Identity Theft,Closed
14556,9527,Card Not Present,Closed
14557,1803,Identity Theft,Open
14558,19783,Suspicious Spend,Closed
14559,16206,Suspicious Spend,Open
14560,8142,Suspicious Spend,Closed
14561,2542,Suspicious Spend,Closed
14562,7235,Identity Theft,Closed
14563,695,Card Not Present,Closed
14564,4911,Card Not Present,Open
14565,13353,Card Not Present,Open
14566,19366,Suspicious Spend,Open
14567,6643,Identity Theft,Closed
14568,7282,Identity Theft,Closed
14569,17111,Identity Theft,Open
14570,10475,Suspicious Spend,Open
14571,14081,Suspicious Spend,Closed
14572,4151,Suspicious Spend,Open
14573,13500,Card Not Present,Open
14574,4529,Suspicious Spend,Open
14575,11531,Suspicious Spend,Closed
14576,18483,Identity Theft,Closed
14577,17125,Card Not Present,Open
14578,6381,Identity Theft,Open
14579,6353,Card Not Present,Closed
14580,2304,Identity Theft,Open
14581,8788,Identity Theft,Open
14582,8631,Identity Theft,Open
14583,13041,Card Not Present,Closed
14584,5754,Card Not Present,Closed
14585,4435,Identity Theft,Open
14586,18174,Suspicious Spend,Open
14587,12777,Suspicious Spend,Open
14588,5818,Suspicious Spend,Open
14589,14539,Suspicious Spend,Open
14590,17629,Identity Theft,Closed
14591,7085,Suspicious Spend,Closed
14592,3973,Identity Theft,Open
14593,9923,Card Not Present,Closed
14594,16436,Identity Theft,Open
14595,9747,Identity Theft,Closed
14596,5261,Card Not Present,Closed
14597,16658,Card Not Present,Closed
14598,910,Identity Theft,Closed
14599,9618,Suspicious Spend,Open
14600,1273,Identity Theft,Open
14601,4816,Identity Theft,Open
14602,16108,Identity Theft,Open
14603,12674,Suspicious Spend,Closed
14604,9271,Identity Theft,Open
14605,14900,Identity Theft,Open
14606,15280,Identity Theft,Closed
14607,1555,Suspicious Spend,Closed
14608,14343,Suspicious Spend,Closed
14609,3334,Suspicious Spend,Closed
14610,19328,Identity Theft,Closed
14611,9551,Identity Theft,Closed
14612,6072,Card Not Present,Open
14613,8609,Suspicious Spend,Open
14614,10250,Card Not Present,Open
14615,10822,Card Not Present,Open
14616,13781,Card Not Present,Open
14617,1480,Card Not Present,Open
14618,6297,Card Not Present,Closed
14619,3283,Identity Theft,Open
14620,8520,Identity Theft,Open
14621,7352,Card Not Present,Open
14622,8561,Card Not Present,Open
14623,15195,Card Not Present,Closed
14624,13681,Suspicious Spend,Closed
14625,16864,Card Not Present,Open
14626,17411,Suspicious Spend,Closed
14627,6543,Identity Theft,Open
14628,4485,Suspicious Spend,Closed
14629,10905,Card Not Present,Closed
14630,17637,Identity Theft,Open
14631,8230,Identity Theft,Closed
14632,18528,Suspicious Spend,Closed
14633,16596,Identity Theft,Closed
14634,7616,Card Not Present,Open
14635,9079,Identity Theft,Closed
14636,9512,Suspicious Spend,Open
14637,6519,Suspicious Spend,Open
14638,17980,Identity Theft,Closed
14639,4273,Suspicious Spend,Open
14640,6528,Card Not Present,Closed
14641,3275,Card Not Present,Open
14642,12543,Identity Theft,Closed
14643,6334,Identity Theft,Open
14644,18590,Suspicious Spend,Closed
14645,8583,Identity Theft,Open
14646,17551,Identity Theft,Closed
14647,952,Identity Theft,Open
14648,13733,Card Not Present,Open
14649,15760,Identity Theft,Closed
14650,5150,Card Not Present,Open
14651,7503,Suspicious Spend,Closed
14652,15317,Identity Theft,Closed
14653,250,Card Not Present,Open
14654,8353,Suspicious Spend,Closed
14655,3414,Card Not Present,Closed
14656,10996,Identity Theft,Closed
14657,17869,Identity Theft,Closed
14658,12558,Identity Theft,Closed
14659,12642,Identity Theft,Open
14660,12548,Suspicious Spend,Closed
14661,18121,Identity Theft,Open
14662,4345,Suspicious Spend,Open
14663,1848,Identity Theft,Open
14664,19289,Suspicious Spend,Open
14665,5738,Identity Theft,Closed
14666,1965,Identity Theft,Closed
14667,5667,Card Not Present,Open
14668,7356,Card Not Present,Closed
14669,11853,Suspicious Spend,Open
14670,4825,Suspicious Spend,Open
14671,8344,Identity Theft,Closed
14672,14675,Suspicious Spend,Open
14673,12251,Card Not Present,Open
14674,14739,Card Not Present,Closed
14675,11828,Identity Theft,Open
14676,1227,Suspicious Spend,Closed
14677,7780,Suspicious Spend,Open
14678,298,Identity Theft,Open
14679,12925,Identity Theft,Closed
14680,14941,Identity Theft,Open
14681,4165,Suspicious Spend,Open
14682,14189,Card Not Present,Closed
14683,5262,Identity Theft,Open
14684,6406,Suspicious Spend,Open
14685,5016,Suspicious Spend,Open
14686,11870,Card Not Present,Open
14687,6988,Card Not Present,Open
14688,17254,Card Not Present,Open
14689,2217,Card Not Present,Open
14690,19352,Suspicious Spend,Open
14691,15439,Identity Theft,Open
14692,873,Card Not Present,Open
14693,9879,Suspicious Spend,Open
14694,10557,Suspicious Spend,Open
14695,3234,Identity Theft,Closed
14696,8127,Card Not Present,Closed
14697,1054,Card Not Present,Closed
14698,6279,Identity Theft,Closed
14699,17397,Suspicious Spend,Closed
14700,2622,Identity Theft,Closed
14701,2897,Identity Theft,Closed
14702,6493,Suspicious Spend,Open
14703,3854,Suspicious Spend,Closed
14704,9193,Suspicious Spend,Closed
14705,3511,Suspicious Spend,Closed
14706,9314,Identity Theft,Closed
14707,4475,Suspicious Spend,Open
14708,1500,Suspicious Spend,Open
14709,7634,Suspicious Spend,Open
14710,8562,Suspicious Spend,Closed
14711,17618,Identity Theft,Open
14712,15660,Suspicious Spend,Closed
14713,14325,Identity Theft,Closed
14714,9082,Suspicious Spend,Open
14715,15905,Identity Theft,Closed
14716,6714,Card Not Present,Closed
14717,6317,Identity Theft,Closed
14718,17813,Identity Theft,Closed
14719,440,Card Not Present,Open
14720,2321,Card Not Present,Open
14721,19117,Suspicious Spend,Closed
14722,16478,Suspicious Spend,Open
14723,13227,Suspicious Spend,Open
14724,5700,Card Not Present,Open
14725,10764,Identity Theft,Open
14726,3848,Suspicious Spend,Open
14727,94,Identity Theft,Open
14728,13448,Identity Theft,Closed
14729,18884,Card Not Present,Closed
14730,409,Identity Theft,Open
14731,7867,Identity Theft,Open
14732,11462,Identity Theft,Open
14733,2375,Card Not Present,Open
14734,14925,Suspicious Spend,Closed
14735,7149,Identity Theft,Closed
14736,12693,Card Not Present,Open
14737,15626,Card Not Present,Open
14738,8703,Identity Theft,Closed
14739,12240,Identity Theft,Open
14740,12879,Identity Theft,Closed
14741,15150,Suspicious Spend,Open
14742,14400,Suspicious Spend,Open
14743,15898,Identity Theft,Closed
14744,5835,Suspicious Spend,Open
14745,14751,Card Not Present,Closed
14746,13303,Identity Theft,Open
14747,15426,Identity Theft,Open
14748,9598,Card Not Present,Closed
14749,15550,Card Not Present,Closed
14750,18205,Identity Theft,Open
14751,2331,Suspicious Spend,Closed
14752,11641,Card Not Present,Closed
14753,17827,Identity Theft,Open
14754,8261,Card Not Present,Closed
14755,3196,Suspicious Spend,Open
14756,6350,Card Not Present,Open
14757,10939,Suspicious Spend,Open
14758,9125,Card Not Present,Closed
14759,9755,Card Not Present,Closed
14760,15069,Card Not Present,Open
14761,14599,Suspicious Spend,Open
14762,10385,Identity Theft,Open
14763,6262,Card Not Present,Open
14764,17362,Identity Theft,Open
14765,18685,Identity Theft,Open
14766,4499,Suspicious Spend,Closed
14767,19770,Identity Theft,Closed
14768,18307,Suspicious Spend,Open
14769,16436,Identity Theft,Closed
14770,17695,Identity Theft,Closed
14771,16452,Identity Theft,Open
14772,3526,Card Not Present,Open
14773,13515,Identity Theft,Closed
14774,16419,Card Not Present,Open
14775,16026,Card Not Present,Closed
14776,5311,Identity Theft,Closed
14777,2432,Suspicious Spend,Closed
14778,16135,Identity Theft,Open
14779,13656,Identity Theft,Open
14780,13530,Card Not Present,Open
14781,18119,Suspicious Spend,Closed
14782,19358,Identity Theft,Open
14783,14057,Suspicious Spend,Open
14784,1957,Suspicious Spend,Closed
14785,10803,Suspicious Spend,Closed
14786,11845,Identity Theft,Closed
14787,11719,Identity Theft,Open
14788,16801,Identity Theft,Open
14789,17240,Identity Theft,Closed
14790,16890,Card Not Present,Open
14791,5322,Suspicious Spend,Closed
14792,7777,Identity Theft,Open
14793,16676,Suspicious Spend,Open
14794,3912,Suspicious Spend,Open
14795,96,Suspicious Spend,Open
14796,8778,Card Not Present,Open
14797,10151,Card Not Present,Open
14798,7934,Identity Theft,Closed
14799,6049,Card Not Present,Closed
14800,3465,Identity Theft,Closed
14801,2055,Card Not Present,Closed
14802,378,Card Not Present,Closed
14803,15181,Suspicious Spend,Open
14804,44,Card Not Present,Closed
14805,14292,Card Not Present,Open
14806,11648,Identity Theft,Closed
14807,3347,Identity Theft,Open
14808,167,Identity Theft,Open
14809,5593,Suspicious Spend,Open
14810,10785,Suspicious Spend,Open
14811,1373,Card Not Present,Closed
14812,8510,Identity Theft,Open
14813,10618,Identity Theft,Open
14814,12247,Identity Theft,Open
14815,14951,Identity Theft,Closed
14816,16007,Suspicious Spend,Closed
14817,13564,Suspicious Spend,Open
14818,17087,Card Not Present,Open
14819,3844,Suspicious Spend,Closed
14820,1170,Identity Theft,Open
14821,11783,Card Not Present,Closed
14822,16304,Suspicious Spend,Closed
14823,3083,Card Not Present,Open
14824,7454,Identity Theft,Open
14825,7963,Suspicious Spend,Open
14826,14923,Identity Theft,Closed
14827,816,Card Not Present,Closed
14828,6623,Identity Theft,Closed
14829,19898,Card Not Present,Closed
14830,1694,Card Not Present,Open
14831,962,Identity Theft,Closed
14832,2055,Card Not Present,Closed
14833,11822,Identity Theft,Open
14834,19693,Identity Theft,Closed
14835,7299,Card Not Present,Open
14836,14009,Suspicious Spend,Open
14837,17526,Suspicious Spend,Open
14838,5842,Card Not Present,Open
14839,12742,Card Not Present,Closed
14840,14403,Suspicious Spend,Closed
14841,12227,Identity Theft,Closed
14842,16386,Suspicious Spend,Closed
14843,7227,Identity Theft,Closed
14844,2747,Identity Theft,Open
14845,4970,Card Not Present,Closed
14846,13679,Card Not Present,Open
14847,14864,Suspicious Spend,Closed
14848,7511,Suspicious Spend,Closed
14849,2102,Identity Theft,Closed
14850,10744,Suspicious Spend,Open
14851,5160,Identity Theft,Closed
14852,2642,Suspicious Spend,Open
14853,19211,Identity Theft,Closed
14854,7593,Identity Theft,Open
14855,12834,Card Not Present,Closed
14856,5433,Card Not Present,Open
14857,3331,Suspicious Spend,Open
14858,2262,Suspicious Spend,Closed
14859,8162,Card Not Present,Closed
14860,10041,Identity Theft,Closed
14861,4401,Suspicious Spend,Closed
14862,9346,Card Not Present,Closed
14863,13078,Suspicious Spend,Closed
14864,18276,Identity Theft,Closed
14865,1503,Identity Theft,Closed
14866,4355,Suspicious Spend,Closed
14867,12204,Card Not Present,Open
14868,3491,Card Not Present,Open
14869,15682,Suspicious Spend,Closed
14870,3617,Identity Theft,Open
14871,19746,Suspicious Spend,Closed
14872,3628,Card Not Present,Open
14873,17774,Identity Theft,Open
14874,12455,Identity Theft,Closed
14875,10861,Card Not Present,Closed
14876,6859,Card Not Present,Open
14877,16054,Identity Theft,Open
14878,5740,Identity Theft,Closed
14879,2552,Identity Theft,Open
14880,5347,Identity Theft,Closed
14881,11468,Card Not Present,Open
14882,16785,Suspicious Spend,Open
14883,8376,Identity Theft,Closed
14884,15904,Suspicious Spend,Open
14885,4396,Card Not Present,Open
14886,13575,Identity Theft,Closed
14887,13042,Suspicious Spend,Closed
14888,2578,Card Not Present,Open
14889,11399,Identity Theft,Closed
14890,19108,Card Not Present,Closed
14891,6764,Identity Theft,Closed
14892,17103,Card Not Present,Closed
14893,14371,Card Not Present,Open
14894,9364,Card Not Present,Closed
14895,827,Suspicious Spend,Closed
14896,13304,Card Not Present,Open
14897,5096,Card Not Present,Closed
14898,14971,Identity Theft,Closed
14899,3431,Card Not Present,Closed
14900,3251,Card Not Present,Open
14901,11176,Card Not Present,Closed
14902,7495,Suspicious Spend,Open
14903,1561,Suspicious Spend,Closed
14904,17207,Identity Theft,Closed
14905,13186,Card Not Present,Open
14906,12030,Identity Theft,Closed
14907,18786,Card Not Present,Closed
14908,14256,Identity Theft,Open
14909,1407,Card Not Present,Open
14910,8781,Suspicious Spend,Open
14911,3120,Identity Theft,Open
14912,215,Card Not Present,Open
14913,4268,Card Not Present,Closed
14914,15765,Identity Theft,Open
14915,18102,Identity Theft,Closed
14916,1439,Card Not Present,Closed
14917,16498,Identity Theft,Open
14918,14762,Identity Theft,Closed
14919,3126,Suspicious Spend,Open
14920,15315,Identity Theft,Open
14921,4050,Card Not Present,Open
14922,8744,Card Not Present,Closed
14923,308,Suspicious Spend,Open
14924,8259,Identity Theft,Closed
14925,19993,Identity Theft,Open
14926,18055,Card Not Present,Open
14927,10484,Suspicious Spend,Closed
14928,4423,Suspicious Spend,Closed
14929,12629,Card Not Present,Closed
14930,2240,Identity Theft,Open
14931,6728,Suspicious Spend,Closed
14932,13003,Suspicious Spend,Open
14933,17740,Identity Theft,Closed
14934,10933,Suspicious Spend,Closed
14935,14955,Identity Theft,Open
14936,992,Card Not Present,Closed
14937,12710,Suspicious Spend,Closed
14938,12842,Identity Theft,Open
14939,6592,Identity Theft,Open
14940,19632,Card Not Present,Closed
14941,4601,Suspicious Spend,Closed
14942,15200,Identity Theft,Open
14943,6231,Suspicious Spend,Open
14944,5398,Suspicious Spend,Open
14945,8893,Card Not Present,Closed
14946,15401,Suspicious Spend,Open
14947,6558,Card Not Present,Closed
14948,1770,Identity Theft,Open
14949,17921,Suspicious Spend,Open
14950,4769,Identity Theft,Closed
14951,14361,Suspicious Spend,Open
14952,4961,Suspicious Spend,Closed
14953,6376,Suspicious Spend,Closed
14954,1385,Suspicious Spend,Open
14955,13990,Suspicious Spend,Closed
14956,4089,Card Not Present,Open
14957,11746,Card Not Present,Closed
14958,13522,Identity Theft,Open
14959,11562,Identity Theft,Open
14960,36,Suspicious Spend,Closed
14961,8387,Suspicious Spend,Open
14962,2923,Card Not Present,Closed
14963,494,Card Not Present,Open
14964,7307,Card Not Present,Closed
14965,9667,Suspicious Spend,Open
14966,14010,Suspicious Spend,Closed
14967,3844,Suspicious Spend,Closed
14968,14631,Card Not Present,Open
14969,9627,Identity Theft,Closed
14970,10186,Identity Theft,Closed
14971,16687,Suspicious Spend,Closed
14972,4819,Card Not Present,Open
14973,9291,Suspicious Spend,Closed
14974,2972,Card Not Present,Closed
14975,10115,Suspicious Spend,Open
14976,18108,Suspicious Spend,Closed
14977,14779,Identity Theft,Closed
14978,12852,Suspicious Spend,Closed
14979,14554,Card Not Present,Open
14980,7232,Card Not Present,Open
14981,19071,Card Not Present,Closed
14982,481,Suspicious Spend,Closed
14983,12486,Card Not Present,Closed
14984,11980,Suspicious Spend,Open
14985,10027,Suspicious Spend,Closed
14986,50,Identity Theft,Open
14987,6276,Suspicious Spend,Closed
14988,8498,Suspicious Spend,Open
14989,10158,Suspicious Spend,Open
14990,4873,Identity Theft,Closed
14991,10382,Identity Theft,Closed
14992,2863,Identity Theft,Open
14993,18682,Identity Theft,Open
14994,7763,Identity Theft,Open
14995,14828,Suspicious Spend,Open
14996,528,Identity Theft,Closed
14997,10930,Identity Theft,Closed
14998,2403,Card Not Present,Closed
14999,7570,Identity Theft,Open
15000,10692,Card Not Present,Closed
15001,2576,Identity Theft,Open
15002,2321,Card Not Present,Open
15003,12465,Card Not Present,Open
15004,19127,Card Not Present,Closed
15005,12269,Suspicious Spend,Open
15006,2048,Suspicious Spend,Open
15007,12322,Card Not Present,Closed
15008,5105,Suspicious Spend,Open
15009,18151,Card Not Present,Closed
15010,8308,Identity Theft,Open
15011,13530,Card Not Present,Open
15012,11119,Identity Theft,Closed
15013,9410,Card Not Present,Closed
15014,14450,Suspicious Spend,Closed
15015,3618,Card Not Present,Open
15016,6567,Card Not Present,Closed
15017,8838,Identity Theft,Closed
15018,15193,Identity Theft,Open
15019,1705,Card Not Present,Open
15020,7014,Card Not Present,Closed
15021,5862,Identity Theft,Open
15022,4827,Card Not Present,Open
15023,15119,Suspicious Spend,Closed
15024,12154,Suspicious Spend,Open
15025,19353,Identity Theft,Open
15026,17255,Suspicious Spend,Open
15027,18713,Suspicious Spend,Closed
15028,5752,Identity Theft,Closed
15029,2584,Card Not Present,Closed
15030,9358,Identity Theft,Closed
15031,4627,Suspicious Spend,Closed
15032,8976,Card Not Present,Closed
15033,18394,Identity Theft,Open
15034,10638,Suspicious Spend,Open
15035,13910,Identity Theft,Closed
15036,14657,Card Not Present,Closed
15037,11679,Card Not Present,Closed
15038,3377,Identity Theft,Open
15039,15625,Identity Theft,Closed
15040,10506,Identity Theft,Closed
15041,2979,Suspicious Spend,Open
15042,10045,Suspicious Spend,Closed
15043,16408,Card Not Present,Open
15044,7960,Identity Theft,Open
15045,7050,Card Not Present,Open
15046,16494,Suspicious Spend,Closed
15047,17296,Card Not Present,Closed
15048,3466,Card Not Present,Closed
15049,383,Suspicious Spend,Open
15050,18661,Suspicious Spend,Closed
15051,7876,Identity Theft,Closed
15052,14092,Suspicious Spend,Open
15053,4105,Suspicious Spend,Closed
15054,6306,Suspicious Spend,Open
15055,8660,Identity Theft,Open
15056,2699,Card Not Present,Open
15057,19301,Suspicious Spend,Open
15058,8707,Suspicious Spend,Open
15059,19088,Card Not Present,Closed
15060,5858,Card Not Present,Open
15061,3763,Suspicious Spend,Open
15062,11363,Suspicious Spend,Open
15063,5257,Suspicious Spend,Open
15064,14623,Identity Theft,Open
15065,4862,Identity Theft,Closed
15066,2005,Identity Theft,Closed
15067,1734,Identity Theft,Closed
15068,7050,Card Not Present,Open
15069,7384,Identity Theft,Open
15070,3062,Card Not Present,Open
15071,2469,Identity Theft,Closed
15072,2237,Identity Theft,Open
15073,275,Identity Theft,Open
15074,6924,Identity Theft,Closed
15075,14318,Identity Theft,Closed
15076,7779,Suspicious Spend,Closed
15077,4035,Identity Theft,Closed
15078,7226,Suspicious Spend,Open
15079,6409,Identity Theft,Closed
15080,11606,Suspicious Spend,Open
15081,12369,Card Not Present,Open
15082,15914,Suspicious Spend,Open
15083,14991,Identity Theft,Closed
15084,19061,Card Not Present,Open
15085,9398,Suspicious Spend,Open
15086,8398,Identity Theft,Open
15087,2807,Suspicious Spend,Closed
15088,8190,Identity Theft,Closed
15089,14395,Suspicious Spend,Open
15090,17500,Suspicious Spend,Closed
15091,18384,Suspicious Spend,Open
15092,10481,Identity Theft,Closed
15093,4252,Card Not Present,Closed
15094,5453,Identity Theft,Open
15095,8910,Identity Theft,Open
15096,9784,Suspicious Spend,Open
15097,13964,Identity Theft,Open
15098,726,Identity Theft,Open
15099,5179,Suspicious Spend,Open
15100,4977,Card Not Present,Closed
15101,19990,Suspicious Spend,Closed
15102,4052,Suspicious Spend,Closed
15103,9314,Suspicious Spend,Open
15104,2906,Card Not Present,Closed
15105,8282,Identity Theft,Closed
15106,3153,Card Not Present,Closed
15107,1618,Identity Theft,Closed
15108,12016,Suspicious Spend,Closed
15109,9721,Suspicious Spend,Open
15110,11822,Suspicious Spend,Open
15111,14759,Card Not Present,Open
15112,19020,Suspicious Spend,Open
15113,15141,Identity Theft,Closed
15114,10492,Card Not Present,Open
15115,9921,Card Not Present,Closed
15116,4445,Suspicious Spend,Open
15117,17296,Identity Theft,Closed
15118,9201,Identity Theft,Closed
15119,13286,Card Not Present,Closed
15120,9278,Identity Theft,Closed
15121,9826,Identity Theft,Open
15122,3199,Suspicious Spend,Closed
15123,6176,Identity Theft,Closed
15124,18279,Suspicious Spend,Closed
15125,5395,Suspicious Spend,Open
15126,10339,Card Not Present,Closed
15127,2775,Identity Theft,Open
15128,2648,Suspicious Spend,Open
15129,15899,Identity Theft,Open
15130,8822,Card Not Present,Open
15131,9481,Card Not Present,Open
15132,15198,Card Not Present,Open
15133,2543,Card Not Present,Closed
15134,14243,Card Not Present,Open
15135,13414,Identity Theft,Closed
15136,7463,Identity Theft,Open
15137,6291,Card Not Present,Closed
15138,14910,Suspicious Spend,Closed
15139,19811,Card Not Present,Open
15140,11485,Suspicious Spend,Closed
15141,5893,Identity Theft,Open
15142,5730,Card Not Present,Open
15143,16462,Identity Theft,Closed
15144,1258,Suspicious Spend,Closed
15145,11855,Card Not Present,Open
15146,19631,Suspicious Spend,Closed
15147,18187,Identity Theft,Closed
15148,9425,Identity Theft,Closed
15149,4897,Card Not Present,Closed
15150,8558,Suspicious Spend,Closed
15151,5207,Suspicious Spend,Open
15152,2733,Suspicious Spend,Closed
15153,13617,Card Not Present,Closed
15154,11871,Card Not Present,Open
15155,16688,Identity Theft,Closed
15156,1684,Card Not Present,Closed
15157,5479,Identity Theft,Open
15158,11765,Identity Theft,Open
15159,11636,Identity Theft,Open
15160,15667,Card Not Present,Closed
15161,18239,Suspicious Spend,Closed
15162,5068,Card Not Present,Closed
15163,8069,Suspicious Spend,Closed
15164,3217,Identity Theft,Closed
15165,4591,Card Not Present,Open
15166,597,Suspicious Spend,Closed
15167,16758,Card Not Present,Closed
15168,8486,Card Not Present,Closed
15169,11314,Identity Theft,Open
15170,12267,Identity Theft,Open
15171,10737,Card Not Present,Open
15172,18335,Identity Theft,Closed
15173,19182,Card Not Present,Closed
15174,18102,Identity Theft,Open
15175,3441,Suspicious Spend,Closed
15176,9424,Suspicious Spend,Open
15177,1354,Identity Theft,Open
15178,5171,Card Not Present,Closed
15179,16085,Suspicious Spend,Open
15180,8098,Suspicious Spend,Closed
15181,18750,Card Not Present,Closed
15182,4520,Suspicious Spend,Closed
15183,1811,Identity Theft,Closed
15184,13279,Suspicious Spend,Closed
15185,8699,Identity Theft,Open
15186,15689,Suspicious Spend,Open
15187,3226,Card Not Present,Open
15188,17076,Suspicious Spend,Closed
15189,6090,Identity Theft,Open
15190,19647,Suspicious Spend,Open
15191,8806,Suspicious Spend,Open
15192,1453,Suspicious Spend,Closed
15193,14082,Identity Theft,Closed
15194,9236,Identity Theft,Open
15195,11947,Suspicious Spend,Closed
15196,11695,Identity Theft,Closed
15197,3574,Identity Theft,Closed
15198,6267,Suspicious Spend,Open
15199,13707,Suspicious Spend,Closed
15200,18384,Identity Theft,Open
15201,8112,Card Not Present,Open
15202,7330,Identity Theft,Closed
15203,389,Suspicious Spend,Open
15204,12220,Identity Theft,Open
15205,10314,Suspicious Spend,Closed
15206,19352,Card Not Present,Open
15207,5756,Suspicious Spend,Closed
15208,12626,Card Not Present,Closed
15209,1631,Suspicious Spend,Open
15210,7559,Suspicious Spend,Closed
15211,876,Suspicious Spend,Open
15212,17421,Identity Theft,Open
15213,960,Identity Theft,Open
15214,10490,Identity Theft,Closed
15215,16933,Identity Theft,Closed
15216,935,Suspicious Spend,Closed
15217,2973,Suspicious Spend,Open
15218,13643,Identity Theft,Open
15219,19535,Card Not Present,Open
15220,12431,Suspicious Spend,Open
15221,9970,Suspicious Spend,Closed
15222,1205,Card Not Present,Closed
15223,1772,Identity Theft,Open
15224,9184,Card Not Present,Closed
15225,19978,Card Not Present,Closed
15226,6474,Card Not Present,Open
15227,7925,Suspicious Spend,Open
15228,7743,Card Not Present,Closed
15229,10119,Suspicious Spend,Open
15230,9924,Suspicious Spend,Closed
15231,1898,Identity Theft,Open
15232,2838,Suspicious Spend,Open
15233,7030,Card Not Present,Closed
15234,14001,Suspicious Spend,Open
15235,16117,Identity Theft,Open
15236,12126,Identity Theft,Closed
15237,17707,Suspicious Spend,Open
15238,4974,Card Not Present,Closed
15239,3626,Identity Theft,Closed
15240,16740,Card Not Present,Closed
15241,14664,Card Not Present,Closed
15242,8123,Card Not Present,Open
15243,9148,Identity Theft,Open
15244,19,Card Not Present,Closed
15245,18740,Identity Theft,Closed
15246,5814,Suspicious Spend,Open
15247,16068,Card Not Present,Closed
15248,15452,Suspicious Spend,Closed
15249,6622,Card Not Present,Closed
15250,14615,Identity Theft,Open
15251,17128,Card Not Present,Closed
15252,17320,Identity Theft,Open
15253,8610,Identity Theft,Closed
15254,561,Identity Theft,Open
15255,810,Card Not Present,Open
15256,705,Identity Theft,Closed
15257,14556,Card Not Present,Open
15258,19059,Identity Theft,Closed
15259,9433,Identity Theft,Closed
15260,3590,Card Not Present,Closed
15261,12639,Card Not Present,Open
15262,1624,Suspicious Spend,Open
15263,18057,Identity Theft,Open
15264,4364,Identity Theft,Open
15265,18408,Identity Theft,Open
15266,16432,Card Not Present,Open
15267,8146,Card Not Present,Open
15268,7900,Card Not Present,Closed
15269,13005,Card Not Present,Closed
15270,13286,Suspicious Spend,Open
15271,1719,Identity Theft,Closed
15272,18027,Suspicious Spend,Closed
15273,11887,Identity Theft,Closed
15274,8650,Identity Theft,Closed
15275,1969,Suspicious Spend,Closed
15276,10494,Card Not Present,Open
15277,8821,Identity Theft,Closed
15278,14008,Card Not Present,Closed
15279,9955,Card Not Present,Closed
15280,14815,Suspicious Spend,Open
15281,11823,Suspicious Spend,Open
15282,10950,Card Not Present,Closed
15283,19976,Card Not Present,Closed
15284,6356,Suspicious Spend,Closed
15285,19028,Card Not Present,Open
15286,10127,Identity Theft,Closed
15287,13030,Suspicious Spend,Open
15288,19179,Suspicious Spend,Open
15289,7252,Identity Theft,Open
15290,4129,Suspicious Spend,Closed
15291,12210,Identity Theft,Open
15292,7209,Suspicious Spend,Open
15293,16763,Suspicious Spend,Open
15294,14650,Suspicious Spend,Open
15295,245,Card Not Present,Closed
15296,17779,Card Not Present,Open
15297,17532,Card Not Present,Open
15298,5419,Identity Theft,Open
15299,7381,Card Not Present,Open
15300,1583,Card Not Present,Open
15301,247,Identity Theft,Closed
15302,2618,Card Not Present,Open
