account_id,utilization_ratio,days_past_due,fraud_count,payment_ratio,default_flag
6248,0.9941007220842598,120,1,0.46037941590416076,1
6249,0.12064608671609231,60,0,0.2006203947586414,1
6250,0.950949741364899,30,1,1.0796606982850585,1
6251,0.1559213428717233,30,0,0.7673583116508851,0
6252,0.06539056856683284,120,0,0.9350169998006161,1
6253,0.5782742623953129,90,1,0.37390079134020215,1
6254,0.11049564768614391,90,0,1.0739319862151615,1
6255,0.8743485448240426,90,1,1.0524575237699185,1
6256,0.08522764016010059,15,0,0.7889133514242954,0
6257,0.945875556020504,120,0,0.6298770573614373,1
6258,0.16270510857436177,120,0,0.6724105898536208,0
6259,0.16030604236759805,120,0,0.9276471434817641,0
6260,0.33160209577038613,15,1,1.1900690858199978,0
6261,0.13598350250882313,90,1,1.0258529206760627,1
6262,0.8257321473763255,90,0,0.7727856958564981,1
6263,0.8645506772728904,60,1,0.5749107392623152,1
6264,0.2305187756937943,90,1,0.6564470869002591,0
6265,0.5471233458944149,90,1,0.7875511812095395,1
6266,0.3369697544648769,120,1,0.6239149002138183,1
6267,0.37511681103504924,120,0,0.8220891487216367,1
6268,0.5708432994062896,60,0,0.5562377247310164,0
6269,0.061856564165147086,30,0,0.8079695288465825,0
6270,0.9190810394214102,90,3,1.0468636061481114,1
6271,0.11530951686003939,60,1,0.29199778678934885,0
6272,0.7639018535599947,60,1,0.49404713464145567,1
6273,0.8253157335537135,30,0,0.5925537764890721,0
6274,0.3302332546671252,120,1,0.20567299756218005,0
6275,0.10396690092614726,0,0,0.1541238664193438,0
6276,0.6661638303972908,120,1,0.5634761958518413,1
6277,0.21711207398755988,120,0,0.5441753161991305,0
6278,0.8118743506822375,30,0,0.9129386658677479,1
6279,0.46570907175078363,15,0,0.7652853424860714,0
6280,0.5760814170885312,30,1,0.4224325829732034,0
6281,0.11502910822093362,0,0,0.6277202787173641,0
6282,0.9361077512895186,60,1,0.3090757582420466,1
6283,0.27035049997474697,60,0,0.16161401962547572,0
6284,0.6609355547776171,0,0,0.7896714187807141,0
6285,0.6754264337100436,90,0,1.0981068335454944,1
6286,0.7740327169834375,15,0,0.8970485402335009,0
6287,0.8141241039289492,90,1,0.9878969960536655,1
6288,0.7702392915579637,120,1,0.6579120115238366,1
6289,0.25356098824410334,90,0,0.8490514423515512,0
6290,0.9922236554716563,15,0,0.35127455554014375,1
6291,0.18975748249971658,0,0,0.8504190605101748,0
6292,0.4402949063586921,90,1,0.46607942862732343,1
6293,0.09581502048893673,0,0,0.42046499386914615,0
6294,0.41885778148908565,0,0,0.3007801841265302,1
6295,0.9779471418442476,15,0,0.7546001815108935,0
6296,0.6478639216831191,90,0,0.3266850915735634,1
6297,0.8898374685218924,30,0,0.3801646322001968,1
6298,0.08428825969657912,0,1,0.7986130729665272,0
6299,0.7886107113396519,0,1,0.6344159817492893,0
6300,0.38269862080139094,15,0,0.9875871776350572,0
6301,0.966490535936497,15,0,0.2837618431867601,1
6302,0.7146749898540141,90,0,0.4444934190542801,1
6303,0.8517466415845811,90,1,0.29472407828898084,1
6304,0.9153702018193666,30,0,0.2320731220780518,1
6305,0.8730866091118492,90,0,0.4790312483091401,1
6306,0.3878417751161642,90,1,0.13831614181620666,1
6307,0.6875111651118644,90,1,0.31239524554869236,1
6308,0.45983210888102355,120,1,1.0633812912316964,1
6309,0.20437425217852467,60,0,0.13181616320650194,0
6310,0.16060334798540712,60,0,0.6417470713183865,0
6311,0.5237003041330777,30,1,0.195830544837291,0
6312,0.5386134502938277,0,0,0.8821162077550943,0
6313,0.504705373483052,0,0,0.4532095688422463,0
6314,0.8253201257492835,60,2,0.7825710755606017,1
6315,0.5111284810853651,15,0,0.6704954291938221,0
6316,0.7819554525090426,30,0,0.4527306861652005,0
6317,0.30923089377683693,60,0,0.9375774481373305,0
6318,0.8365438757807395,0,0,0.13441680054803248,1
6319,0.08333776683002718,15,0,1.1863238152257596,0
6320,0.3632434766267808,120,1,0.1042975462183911,1
6321,0.1785601125813348,0,0,0.32022976975969436,0
6322,0.4483187568297852,0,0,1.1987746242269552,0
6323,0.9236728250825765,120,0,0.474548039035935,1
6324,0.2429580834287559,60,0,0.5423886513036533,0
6325,0.9148355735919665,30,0,0.1152099265981471,1
6326,0.2463083866843882,120,1,0.8107671210410257,1
6327,0.15795871476075557,60,0,0.8227412725869859,0
6328,0.1939276037752879,120,1,0.9874165947082476,0
6329,0.5675134691181148,0,0,0.3234355280612316,1
6330,0.2821934421478234,60,2,0.9217559530302257,0
6331,0.0753428566248471,15,0,0.8813265343430624,0
6332,0.9571665032493466,120,0,0.5608410788244623,1
6333,0.9647619800098157,15,0,0.1838531257179593,1
6334,0.08847617328938698,90,0,0.7689927027856547,0
6335,0.8192111604154759,15,1,0.7043984973761478,1
6336,0.4078866045597804,90,0,0.9872190391341112,1
6337,0.6643268675120615,0,0,1.1307955618671524,0
6338,0.42127600922638686,0,0,0.2761315636134223,0
6339,0.8803118134886005,90,0,0.10092834969119513,1
6340,0.15550138066498698,60,0,0.7738171602587256,0
6341,0.26792718043599517,90,1,0.6309763239421832,1
6342,0.08519412857405989,30,1,0.5149804212198952,0
6343,0.4995475336037211,90,0,1.0388713961319676,1
6344,0.4324145841685607,0,0,0.4069709647965303,0
6345,0.9032144632038678,120,0,0.9281214767035555,1
6346,0.6093610143087056,60,0,1.1654857757117132,0
6347,0.18830678350249774,30,2,0.5024171204939138,0
6348,0.3736193320903671,0,0,0.9824370829597002,0
6349,0.5695370243817468,60,1,0.5876944727296188,1
6350,0.16951265069108507,120,2,0.8047374177682711,1
6351,0.8824912694767953,90,0,1.0374413712072124,1
6352,0.994984855738251,0,0,0.5612181982025367,1
6353,0.5571325640404937,120,1,0.2968906500500499,1
6354,0.5085187429135379,120,0,0.4501479212187165,1
6355,0.9477374018897093,90,0,1.1923748263451937,1
6356,0.47432744761375756,0,1,0.13609282551861063,1
6357,0.28975980984814803,90,1,0.45319870943201435,1
6358,0.6569906447306995,120,1,0.9595867177930206,1
6359,0.43459141277208985,30,0,0.13326909440765608,1
6360,0.27975436566675693,15,0,0.9638315587362882,0
6361,0.5291472178434227,0,0,0.4763176011669291,1
6362,0.15051465341939305,120,0,0.9351870317743272,1
6363,0.5590101672655647,60,0,0.430392154580964,0
6364,0.8691831468931213,90,0,1.1374816070479825,1
6365,0.4107394905800771,0,1,0.6008914146912221,0
6366,0.6218444351008705,0,2,0.17541726737159402,1
6367,0.8882634483372487,120,1,0.4314116546336725,1
6368,0.48472014907935757,0,0,0.39409103923461464,0
6369,0.5054239681873418,90,1,0.32095774304203495,0
6370,0.5020782280692275,120,1,1.0260704093699737,1
6371,0.581333671864081,15,0,0.7097761960857607,1
6372,0.9888489685266166,15,1,0.8620828879929848,0
6373,0.9339234686531459,15,1,0.7725163940721891,1
6374,0.8646341801981111,90,1,0.9559525492549148,1
6375,0.9576460604696647,60,0,0.56164959230785,1
6376,0.32450016910759344,0,1,0.42051262354836927,1
6377,0.24652511594112098,0,0,0.29613949680153906,0
6378,0.5689404065042416,90,1,0.8350493828150031,0
6379,0.7576736502840172,120,1,0.23326856386400435,1
6380,0.0513851760552123,90,0,0.8043813588638045,0
6381,0.6562452728490998,30,0,0.3645190493235906,0
6382,0.5527514229080018,120,0,0.6994351150987255,0
6383,0.2577779066025907,90,1,1.0480826659934805,1
6384,0.31133966600063057,120,0,0.5381456691045673,1
6385,0.5039327012927189,90,0,1.1009748940432451,1
6386,0.7679971881563817,90,1,1.158496659603595,1
6387,0.3965468981329281,120,0,0.45295383642435916,1
6388,0.6002322066124169,90,0,0.12373228218415527,1
6389,0.907350937697429,120,0,0.584525657747742,1
6390,0.9393636128066432,60,1,0.7944457255884791,1
6391,0.3373667382108836,120,1,1.1937992027208866,1
6392,0.8407933084294197,30,2,0.8515113703999604,1
6393,0.335296844953435,60,1,0.2739001595234518,1
6394,0.7376912291858108,0,1,0.6375264189406098,0
6395,0.8378806403656236,0,3,0.32095205539511906,1
6396,0.05176165042006922,15,0,0.4582271811275266,0
6397,0.30472675787361303,120,0,0.5583836351966287,1
6398,0.8208538682748553,60,1,0.9857839949110606,1
6399,0.23416729691089178,30,0,0.34449441463716746,0
6400,0.227340237602787,60,0,0.5071872924384904,0
6401,0.9868179662929729,60,1,0.6166787136519888,1
6402,0.8153022830421229,120,0,0.7115794289388059,1
6403,0.7496819603964137,90,1,0.49612774001846793,1
6404,0.6215192405406839,60,0,0.7834066403507645,1
6405,0.4315882040265027,90,1,1.1133393397293512,1
6406,0.7776409764160264,120,0,1.0468635315145858,1
6407,0.5603595578012035,60,1,0.12192635073055993,1
6408,0.8228195514586055,120,0,0.1930520883223038,1
6409,0.22179103474330675,30,1,0.8068960941671249,0
6410,0.941161173462496,0,0,0.5905116944855079,0
6411,0.5409693582570001,15,0,0.24936171982666794,0
6412,0.23526375720141024,120,1,1.1239763816482746,1
6413,0.20543380957113339,120,2,0.264066664921817,1
6414,0.3556162841683339,60,0,0.41035977521273737,0
6415,0.11565002033108122,30,3,1.0850581829142922,1
6416,0.9098301776799707,90,0,0.2911420054983286,1
6417,0.4100031644894376,30,0,0.5440936689201314,1
6418,0.7645214250620017,0,0,0.17775690873903432,0
6419,0.6956216127483607,120,0,0.35319359796159966,1
6420,0.9243741669585751,90,1,0.9350127077749377,1
6421,0.305018326726527,120,1,0.6687738375384911,1
6422,0.24052569777502264,120,0,1.1026909099879172,1
6423,0.07328137383935573,90,0,1.058697921335235,0
6424,0.4156262893176902,90,3,0.2665515526530101,1
6425,0.609622316685317,30,0,0.5381033008788179,0
6426,0.3309480188118026,60,1,0.66155594521549,1
6427,0.35692444700028475,15,0,0.46512290505955944,1
6428,0.0772230280054162,0,1,0.7254234230199517,0
6429,0.7406198996058482,0,1,0.5720119041371575,1
6430,0.5722543992577149,60,0,0.8201655200502519,1
6431,0.9005849375418723,15,1,1.178163863339189,1
6432,0.723927856814895,0,0,0.13825780858604758,1
6433,0.845222640289821,120,1,0.6745005012258992,1
6434,0.46573838718732385,15,0,1.0752585440281857,0
6435,0.9937612733502421,120,0,0.2974449068866596,1
6436,0.9896026783198176,120,4,0.7969692164423401,1
6437,0.2188553299910529,60,0,0.5660558464823471,0
6438,0.916485672841782,15,1,0.2569022155524781,1
6439,0.738087793255831,120,0,0.3059521274241693,1
6440,0.10187960256155648,60,0,0.7623258088756992,0
6441,0.540146916139335,120,0,0.5208226733888797,1
6442,0.6505640869150607,60,0,0.8251281151827685,0
6443,0.4921324870032998,120,0,0.25162128520827254,1
6444,0.42856522003139513,60,0,0.43797679347880913,1
6445,0.060436550804393994,30,0,0.29913287451283477,0
6446,0.3003777189226675,60,0,1.177172548305494,0
6447,0.29792990797372826,90,0,0.9499416668013542,0
6448,0.9104119058316515,120,0,0.8626112546843054,1
6449,0.7187918450493358,0,0,0.9669321930920183,0
6450,0.5434860746199703,120,1,0.28056495962140005,1
6451,0.23914006415556943,15,0,1.1928058309805964,0
6452,0.9878909321641393,0,0,0.9890272284416933,1
6453,0.26112070184452874,15,1,0.5672162033701273,0
6454,0.5351479472739736,60,0,0.47183965970849284,1
6455,0.4474926070983211,15,0,0.6787390834696704,0
6456,0.7485531031284491,90,0,0.6533489994488806,1
6457,0.5876262409320413,90,0,0.6835045607065017,1
6458,0.6456380893667207,90,0,0.625681237239498,0
6459,0.955768143761904,30,0,0.641595819925313,1
6460,0.2465515069137602,60,0,0.16829732110520046,1
6461,0.8141294201946631,90,0,1.1754484524110667,1
6462,0.5174245459730598,90,0,0.6809327846403863,1
6463,0.6622193393295598,0,1,0.9684845417309316,0
6464,0.9950956545304973,90,1,0.962630602223056,1
6465,0.560344519869763,30,0,0.1361668133782179,1
6466,0.7172866964628815,90,1,1.1681535694278875,1
6467,0.17871744936797318,30,1,0.6059792707020831,1
6468,0.8086555211048142,15,1,0.4600196899227905,0
6469,0.24824455308585663,30,0,0.17651826207422006,0
6470,0.12502097519375985,60,0,0.42672850975158594,0
6471,0.8562125757970924,120,0,0.5378333587503157,1
6472,0.49743766906572573,60,1,1.0104855157710089,0
6473,0.5687466445531885,120,0,0.5507004723943366,0
6474,0.24930564796262195,0,2,1.0105029372547147,0
6475,0.42767402111299535,90,4,0.5663976986009838,1
6476,0.8206568730700953,15,0,1.1651846149060616,1
6477,0.5657831948718799,120,1,1.1147134277335295,1
6478,0.11091623394354068,30,2,0.7770995554694686,0
6479,0.5627526820522898,15,0,0.26141797847015236,1
6480,0.07329201861090948,120,0,0.8138340346053876,1
6481,0.543406251397061,30,0,0.216286355621852,0
6482,0.1135601245349868,120,0,0.17513398517109807,1
6483,0.9479805363674911,30,1,0.9351486470173384,1
6484,0.6397681092381701,15,1,0.4214307961614491,1
6485,0.9665837309845713,15,2,1.1282332319232455,1
6486,0.32998735101346605,60,1,0.18115098122811307,1
6487,0.12597591340982212,60,0,0.7342837766320705,0
6488,0.11439989838431791,60,1,0.31562477008277484,0
6489,0.1750076936860404,90,0,0.723944809197572,0
6490,0.5863196788628455,15,0,0.2526263421119679,1
6491,0.20301363966993397,0,1,0.8080499713469181,0
6492,0.46832835377534554,120,0,0.8972156332472104,1
6493,0.2876355712641577,15,0,0.5934484034865033,1
6494,0.9292914708854422,60,2,0.6173735567297799,1
6495,0.6965420733246105,60,1,0.2130224504943009,1
6496,0.10629283677900815,120,0,0.543276366896491,1
6497,0.29100181261965774,15,0,0.6040978475670893,0
6498,0.23326372178562693,120,1,0.34086759472083006,1
6499,0.9361465598047163,0,1,1.1345312392842872,1
6500,0.5373513447491464,30,1,0.41361805965766096,1
6501,0.5108980104440823,30,0,0.18321902889984443,0
6502,0.5953359517399173,120,1,0.28907617692635557,1
6503,0.17033797338030499,120,0,0.6712717484523674,1
6504,0.5072186282872472,15,1,0.18168492822881688,0
6505,0.6379327205946336,15,2,0.7154760100021157,1
6506,0.34383757561837297,60,0,0.3486463940884385,1
6507,0.920247965469433,15,1,0.19188712727442808,1
6508,0.3748649864386609,120,0,1.1147467435409408,1
6509,0.34685378982689147,60,1,0.6136186162085755,1
6510,0.39743114962927834,30,0,1.1058577248889117,1
6511,0.061989904754451874,120,0,0.9261285205732426,1
6512,0.46131380877848616,0,0,0.9936956552486306,0
6513,0.6841659555184328,60,0,0.7144523954933459,0
6514,0.16917471750011798,30,0,1.1465134828805723,0
6515,0.21678589176818996,90,1,0.4883108626575985,1
6516,0.2724759311004707,90,0,0.45786783280193577,0
6517,0.35797903493995414,90,1,1.0209222973008407,1
6518,0.7611257045922016,15,1,0.9769488896459391,1
6519,0.5973830441728574,90,1,0.9191514241409527,1
6520,0.8862953305782589,60,0,0.35074319291093536,1
6521,0.09696518432553554,0,0,0.7426848139437855,1
6522,0.8686628911126384,90,1,0.3041939236978043,1
6523,0.9393549754581854,120,0,0.5426899706479668,1
6524,0.9704928857154601,60,1,0.42732599750328626,0
6525,0.5831847703261953,30,0,1.1585251193189527,0
6526,0.6091658445890601,90,0,0.10033651474387613,1
6527,0.8255305428224919,90,0,0.8007220745354598,0
6528,0.9155356053983706,60,1,0.6242482995008265,1
6529,0.1642672259003417,30,1,0.4661258105559455,1
6530,0.4159294443231532,15,0,0.36846447896501333,0
6531,0.5967413215380735,60,1,0.13073975919951578,1
6532,0.6315713880567676,30,1,0.6462120117778549,0
6533,0.999579141870984,60,1,0.2943480475211533,1
6534,0.808605793189512,15,0,1.1763344413592636,0
6535,0.9186391550784683,0,0,0.7027547015409655,1
6536,0.33990077578435357,0,0,0.9074034814106684,1
6537,0.2168339795413275,0,0,0.7263694762119793,0
6538,0.09905766895733034,0,1,0.6860612077251238,0
6539,0.459809063153965,30,0,0.48982719215301107,1
6540,0.3550171004089439,60,1,0.13557018085217767,0
6541,0.5711429505618858,15,1,0.6855538155440254,0
6542,0.07971055991990646,30,0,0.6235348464708523,0
6543,0.1643414181955007,30,1,0.3334241948172161,0
6544,0.791574103647866,30,0,0.27909760720140286,0
6545,0.23793457896012898,15,0,0.7284312172066787,0
6546,0.2903158500292304,15,0,0.24139207573994687,0
6547,0.6570278051241611,0,0,0.13039865635503423,1
6548,0.37936295677257614,15,1,0.7609856454089821,0
6549,0.5868193279735433,90,0,0.6404159798562205,1
6550,0.5351642342669715,0,0,0.6751451198535867,0
6551,0.5935625382693727,90,1,0.8290816874048009,1
6552,0.07995723920276607,0,0,0.5833537411148425,0
6553,0.7455651231937945,30,0,1.0155854738115142,0
6554,0.6249967541801187,120,0,0.3607624667582099,1
6555,0.22631677809997286,90,0,0.9340512732951294,0
6556,0.08088508416226893,90,0,0.6190851552753222,0
6557,0.9910623927203409,120,0,0.65958784630613,0
6558,0.34355900738762285,0,0,0.325261167861893,0
6559,0.996580549693382,120,0,0.6794995022524462,1
6560,0.6882049162624256,90,1,1.185010755018705,1
6561,0.4004631900624715,0,1,0.8674137539781872,0
6562,0.30891240762615746,15,0,0.6545399516666316,0
6563,0.28852447536045706,30,1,0.9115469040721413,0
6564,0.7288681803121814,120,0,0.6658638029814398,1
6565,0.11009463295264774,15,0,0.9880570985434755,0
6566,0.7383934885808513,120,1,0.4805153178151731,1
6567,0.5178290054678715,120,1,0.7110239435336342,1
6568,0.9710075596802556,30,0,0.22541982501357422,1
6569,0.23202568513255628,60,0,0.10283878851489617,0
6570,0.7617204855113975,90,1,0.3412453969990108,1
6571,0.5274468105946402,60,1,0.31818806450037174,1
6572,0.5126919209439402,0,1,1.1864776898572935,0
6573,0.9074659492321422,90,1,0.567240432724013,1
6574,0.07554112393150572,120,0,0.2842742430643648,1
6575,0.6076408206168618,30,3,0.1468217837970723,1
6576,0.6934393355688525,90,0,0.43135723447348084,1
6577,0.46971551702486475,120,0,0.25455151058837044,1
6578,0.6625461947196244,30,1,0.19723515283541104,0
6579,0.10532094727365494,30,0,0.8721851955572499,1
6580,0.5357020897974067,0,1,0.8635920888430414,0
6581,0.36876291281547485,90,1,0.6531425186000126,1
6582,0.43792123636194924,30,1,1.135972726348074,1
6583,0.5937751783448015,120,3,0.7218702299512594,1
6584,0.3240492214316229,120,1,0.31527975675428854,1
6585,0.8827833008616142,15,0,0.8470282458100811,0
6586,0.8300872700863193,120,2,0.6490402396418378,1
6587,0.07514973834425931,0,0,0.7850300132600427,0
6588,0.8055553665580959,90,0,0.8571402842795883,1
6589,0.4523500797985707,60,0,1.0268508956487459,0
6590,0.5548130371090026,60,0,0.6864124179781451,0
6591,0.6907293243550697,30,2,1.007066517429661,0
6592,0.508326229827844,15,0,0.9421826603020524,0
6593,0.5245239846295889,90,0,0.5475347429087474,1
6594,0.8389434141794377,90,0,0.2599906923513402,1
6595,0.9045698700615001,90,1,0.9271547803063696,1
6596,0.56399288046893,90,0,0.4284761693067829,0
6597,0.7531672333452605,120,1,0.413532155041196,1
6598,0.6900991259129511,15,0,0.6170064111335268,1
6599,0.8926342205670927,60,0,0.37215572442974465,0
6600,0.8400461435011058,0,0,0.9066724326696278,0
6601,0.1326913989850606,120,0,0.4300887382905143,1
6602,0.7707473941913633,60,0,1.102750289217682,1
6603,0.5506685402806686,60,1,0.9335982427462524,1
6604,0.26280853328434606,30,0,0.7893855986211273,0
6605,0.1639399251259127,0,0,0.7499003518674098,0
6606,0.08316075979354706,120,0,0.42431394597601646,1
6607,0.13073872003803216,120,1,0.34151576571575687,1
6608,0.7121224224521179,90,0,0.9620219535494207,0
6609,0.07358569966100366,15,1,0.3414222712143933,0
6610,0.8868490263155724,15,0,1.1724208624510102,0
6611,0.7133924728417488,30,0,0.8200821759627732,1
6612,0.3245335714640381,15,0,0.569949972872875,1
6613,0.6647525911686138,30,1,0.27154327055343186,0
6614,0.6020299407257642,0,0,0.14500666590571315,0
6615,0.21478053180462092,0,0,0.703521308588788,0
6616,0.935555054765324,120,0,1.073218363215267,1
6617,0.30973509815208566,0,1,0.6944744376188108,0
6618,0.791712066682477,0,0,0.4922396882374681,1
6619,0.26239786676870896,120,0,0.9154179375627167,0
6620,0.9728363814371911,15,0,1.1780608615523074,1
6621,0.6543331774266736,60,0,0.2199581117061548,1
6622,0.5166707269253845,30,0,0.5253383667433932,0
6623,0.9405607078453636,0,0,1.0127156373066508,1
6624,0.7421812816336913,15,1,0.6224298686459073,0
6625,0.6088650321994303,90,1,1.004644257392354,1
6626,0.958523974767018,90,0,0.3617059933955732,1
6627,0.21619923210413855,120,1,0.7951583652044816,1
6628,0.15071211362724174,30,0,1.162138758824601,0
6629,0.05278508436897718,30,2,0.8721633864912592,0
6630,0.3352864849369383,0,1,0.4929957179157134,0
6631,0.08366335061683661,90,0,0.8801771482929011,0
6632,0.15393634844917087,90,0,0.13882369227607305,0
6633,0.6280553365216813,30,0,1.1501510278376108,0
6634,0.368504316567193,30,0,0.538315119735129,1
6635,0.8938097408136539,0,0,0.20876016739912306,1
6636,0.6118987439946693,90,0,0.37678029318798056,1
6637,0.3989597434906607,60,1,0.3743662733770564,1
6638,0.2468281293143899,15,0,0.666821924755533,0
6639,0.2007596604009379,30,2,0.4334969766589961,1
6640,0.14982130083478068,15,2,0.9091002407696821,0
6641,0.7014102208036269,90,1,1.0025777651545542,1
6642,0.2158143465859833,0,0,1.0303441382677638,0
6643,0.8787766734971142,0,0,0.11878095074318992,1
6644,0.31084716021321496,15,0,0.32049929573459185,0
6645,0.2593619031251521,120,1,0.673657840777846,1
6646,0.2973332998076375,0,2,0.17008307963708885,0
6647,0.8703419787245513,15,0,0.6185692762768691,1
6648,0.12897259406106915,0,0,0.9832096645817396,0
6649,0.4965008624579156,30,0,0.25433279581001644,1
6650,0.5529940223296443,90,2,0.5917423526168101,1
6651,0.8533885386494712,15,0,0.14206499523040692,1
6652,0.5941503013149032,90,0,0.2223444026945852,0
6653,0.768447818200255,120,1,0.24665140851991083,1
6654,0.6277170220590828,15,0,1.0290494850424423,0
6655,0.5095185183066563,60,1,0.5446217296677078,1
6656,0.43201375850143475,30,0,0.4256258814217654,1
6657,0.7657427573004087,90,1,0.3877219334300286,1
6658,0.3231351430329191,30,0,0.35291778406393315,0
6659,0.6454662093723488,120,0,0.635609451434068,1
6660,0.3323110320052664,90,0,0.17651831512528765,1
6661,0.5291050717299872,0,1,0.17110554374547426,0
6662,0.573415788249507,60,0,0.6441884544463671,0
6663,0.8601963227104555,15,0,1.1369173479263726,0
6664,0.8461855247046478,120,2,0.8715233345361151,1
6665,0.07399246334831519,90,1,0.4571083591131839,0
6666,0.9382612591538384,30,0,0.4611816901412502,1
6667,0.20127645746636347,60,0,0.5879569790167836,0
6668,0.963185048933482,0,0,0.7591197637539983,0
6669,0.9438961989781764,90,1,0.32634602386999245,1
6670,0.4499033215123006,30,0,0.550845430980773,1
6671,0.21286840305461602,60,0,0.9983553503472411,0
6672,0.27565869489806993,120,1,0.2890997147568535,1
6673,0.11560016923017671,15,0,0.31333474819928175,0
6674,0.3602128445283524,120,0,0.35542742233201263,1
6675,0.4467329083720759,90,0,0.47823282780058773,0
6676,0.10714966042826224,15,0,1.0073987512706397,0
6677,0.4630742965921701,90,0,1.0251378225301624,1
6678,0.15680796806546965,60,0,0.2214307480696161,0
6679,0.8859631956557096,60,1,0.39664726418665797,1
6680,0.4258631612757219,15,1,1.0813011970905975,0
6681,0.8031997108387794,60,0,0.6988593745893528,1
6682,0.5195140370289597,60,0,0.30373146463814227,1
6683,0.5990573410649589,120,1,0.7359444677216279,1
6684,0.6124798033731244,15,2,0.3500834521769004,0
6685,0.24049753741636382,15,0,1.1791982261432432,0
6686,0.1459114145894358,15,0,1.0790046894265863,0
6687,0.08085002537296022,30,1,0.32229069265403154,0
6688,0.2991323379200297,120,0,0.4052523400968314,1
6689,0.24099899627874682,0,1,0.7170052772885038,1
6690,0.259461469426436,90,0,0.9488582170915849,0
6691,0.501653227454318,0,1,0.48908615526304045,1
6692,0.9970997887874874,0,1,0.2620100715755107,1
6693,0.7013472903093408,90,1,0.808057419595313,1
6694,0.20132715279068686,15,1,0.5617012556799942,1
6695,0.1792490581390912,120,1,0.15217308109507982,1
6696,0.1856424745903354,120,1,0.3562704229677627,0
6697,0.999657685056625,30,1,0.38454181135832155,1
6698,0.7394342471318441,15,0,0.870418808647829,1
6699,0.9526525125726377,30,0,0.6797260379140293,1
6700,0.17107971227914612,120,2,0.7143036878126918,0
6701,0.7299923742453128,60,0,0.9697847881349676,0
6702,0.6386027872994581,90,0,0.6830648641901018,1
6703,0.9757179449618237,15,1,0.5505928832710949,1
6704,0.1311736725172219,0,0,1.0499912581267574,0
6705,0.1680526890815922,120,0,0.30317196580921113,1
6706,0.728457217633041,0,1,0.9708797159731641,0
6707,0.05319089065136145,60,0,0.8356119178571749,0
6708,0.4868541403493996,15,0,0.8562714316953911,0
6709,0.5818803890080537,90,0,0.9264580718688982,0
6710,0.5826727495889295,15,1,0.6337112587548106,1
6711,0.2874424039823147,90,0,0.45873552715732435,1
6712,0.22266457763004743,0,0,0.7104036971652831,0
6713,0.993700419462567,30,0,0.5938332098022139,1
6714,0.8754981210331376,90,2,0.3020493796372804,1
6715,0.6189151533714745,60,1,0.6242991185334961,1
6716,0.9799266322460871,60,1,0.13940166550902394,1
6717,0.8303892133157094,90,1,1.0342575440543316,0
6718,0.7434084413668453,30,0,0.2626413824944933,1
6719,0.11956402461522542,120,0,1.1275260836696148,0
6720,0.15928289992985128,60,0,0.6782948646211204,0
6721,0.5725987591088691,120,0,0.4602377205438375,1
6722,0.5181386010289251,0,0,0.4165467754524347,0
6723,0.5034517630476161,15,0,0.7541388851661514,0
6724,0.45881818024627513,30,0,0.5926783259397519,1
6725,0.8155221675078625,90,0,0.5200705705794084,1
6726,0.24089515831787806,0,0,1.197099708255106,0
6727,0.90055656071847,0,0,0.435478434747704,0
6728,0.4923890487670339,0,1,0.7944221819349099,0
6729,0.47476977075970894,120,0,0.20883792861600797,0
6730,0.8798861971280411,0,0,0.7850485785655543,0
6731,0.6772678888924641,90,1,0.7089519068777722,1
6732,0.17951543697069888,30,1,0.6114947384667224,1
6733,0.3768892647150896,15,0,0.8407687612242116,0
6734,0.8681357243199488,0,1,0.5793344137460625,1
6735,0.9524588651714895,60,0,1.0511501363081583,1
6736,0.6279718106315318,30,2,0.27514583422919514,1
6737,0.5991658347570865,120,0,0.7255755259755313,1
6738,0.07079027903417122,60,0,0.7779038400371914,0
6739,0.8547538809524732,60,1,0.8195717656521865,1
6740,0.835339708786523,120,2,0.7075585237408043,1
6741,0.17679824645628667,90,0,1.1977985166067062,0
6742,0.7127852563172343,30,0,0.3404346233277799,1
6743,0.4760291169362947,120,0,0.9820787247450725,1
6744,0.17497547947742145,30,1,1.0980366234602865,0
6745,0.10309724719011315,15,1,0.23478529631597447,0
6746,0.9477334198819543,90,1,0.9652170573683211,1
6747,0.10953841331045114,120,1,0.7874262831578167,0
6748,0.9684454252090795,90,1,0.7273897125361627,1
6749,0.24128676405437882,60,1,0.7908951696838227,1
6750,0.7621968975944615,60,1,0.6294743237510271,1
6751,0.3882545071830752,30,0,0.42593862224459655,0
6752,0.8002743690729173,15,0,0.11024430010219322,1
6753,0.37030819351284683,0,1,0.6951752622519525,0
6754,0.39904397730674157,120,1,0.6002811457885188,1
6755,0.8794332830077967,30,0,0.1793681823981183,1
6756,0.8101941120631413,15,2,0.8753103396259968,1
6757,0.5475462118401476,30,1,1.1774071840836549,0
6758,0.35603500655259757,15,1,0.31429644108994603,0
6759,0.8523377161406389,90,1,1.0101433535281585,1
6760,0.9879912811794601,90,0,1.0847685465101597,1
6761,0.9650418365483286,120,2,0.6081179519307603,1
6762,0.32946474154837857,90,1,0.15458111772068417,1
6763,0.34948604770018243,120,0,1.1004982822644387,1
6764,0.940415498411425,15,1,0.6467673938324646,1
6765,0.8653244374147709,60,2,0.8258295807798176,1
6766,0.8096335969685171,15,0,1.040702780951367,0
6767,0.30714168534170083,90,0,0.7117993978423295,1
